"id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion","SentimentValue","SentimentCore","pos","neg"
"rn366519310","Marie V","Tallinn, Estonia","75 reviews","Good but confusing",4,"2016-04-23","Definately interesting and worth a visit if you like modern art. The only thing is that it's a bit confusing and it was difficult to find some exhibitions. Overall it was good and I liked that it's free for students (ISIC card).",82,"Good but confusing. Definately interesting and worth a visit if you like modern art. The only thing is that it's a bit confusing and it was difficult to find some exhibitions. Overall it was good and I liked that it's free for students (ISIC card).","positive","neutral",2,2
"rn366423915","indianacato","indiana","304 reviews","Great museum",4,"2016-04-22","We visited this place while visiting Madrid. A great collection of Dali and Picasso and so many others that I did not previously know. Our only complaint was the map that they have does not give information that you can easily use to find specific artists and paintings. Regardless, it is wonderful.",82,"Great museum. We visited this place while visiting Madrid. A great collection of Dali and Picasso and so many others that I did not previously know. Our only complaint was the map that they have does not give information that you can easily use to find specific artists and paintings. Regardless, it is wonderful.","positive","positive",3,2
"rn366373324","only1katieb","Manchester, United Kingdom","41 reviews","Plenty of Picasso & Dali to see here!",5,"2016-04-22","We started at the top and worked our way down. The Guernica is in this Art Gallery and is well worth seeing, although no pictures of it are allowed. Plenty of other Picasso's too. It is good value - 8 euros for a standard ticket. I think it was 12 euros to see everything including the temporary exhibitions. We just went for the standard and there is plenty to see.",82,"Plenty of Picasso & Dali to see here!. We started at the top and worked our way down. The Guernica is in this Art Gallery and is well worth seeing, although no pictures of it are allowed. Plenty of other Picasso's too. It is good value - 8 euros for a standard ticket. I think it was 12 euros to see everything including the temporary exhibitions. We just went for the standard and there is plenty to see.","positive","negative",2,4
"rn366353755","Steve M","Bolton, United Kingdom","51 reviews","Must visit",5,"2016-04-22","Lots of superb modern art of course. Primary reason for visit was to see Picasso's Guernica. Big bonus is that a lot of his preparatory sketches can be seen too. Layout of galleries made it a bit difficult to figure out where different items were but we managed. Cafe is large and good value too.",83,"Must visit. Lots of superb modern art of course. Primary reason for visit was to see Picasso's Guernica. Big bonus is that a lot of his preparatory sketches can be seen too. Layout of galleries made it a bit difficult to figure out where different items were but we managed. Cafe is large and good value too.","positive","neutral",3,3
"rn366256337","KandJ52628","Greater Melbourne, Australia","46 reviews","Great art museum",5,"2016-04-22","Amazing collection of art over an extensive period. Kept us occupied for several hours. Definitely worth a visit",83,"Great art museum. Amazing collection of art over an extensive period. Kept us occupied for several hours. Definitely worth a visit","positive","positive",4,0
"rn366051756","KatStam","Montclair, New Jersey","148 reviews","A must do!",5,"2016-04-21","Beautiful building mixing traditional and modern architecture. We used our Guggenheim pass to get in for free. Kids loved seeing the Guernica and other Picassos. There is a nice restaurant / cafe to relax in after visiting the museum.",83,"A must do!. Beautiful building mixing traditional and modern architecture. We used our Guggenheim pass to get in for free. Kids loved seeing the Guernica and other Picassos. There is a nice restaurant / cafe to relax in after visiting the museum.","positive","positive",3,1
"rn365812882","Brian108_11","Belfast, United Kingdom","53 reviews","Modern art museum",4,"2016-04-20","The museum is popular with modern art buffs and different from the Prado museum which is fairly close. We only found out at the museum that you can buy a ticket that allows you to go to all the main museums for around 36 euros which is saving if you like art. Otherwise the Queen Sofia is free on a Sunday from 1.30 to around 3pm . There was a que when we arrived at 1.15 which was well reduced by 2pm",83,"Modern art museum. The museum is popular with modern art buffs and different from the Prado museum which is fairly close. We only found out at the museum that you can buy a ticket that allows you to go to all the main museums for around 36 euros which is saving if you like art. Otherwise the Queen Sofia is free on a Sunday from 1.30 to around 3pm . There was a que when we arrived at 1.15 which was well reduced by 2pm","positive","negative",1,2
"rn365808590","ChristineGee","Hull","18 reviews","Guernica",5,"2016-04-20","Didn't have a lot of time to explore on a short break but it was worth visiting this museum to see Picasso's Guernica plus the sketches he made prior to working on the actual painting. Well laid out museum with lots to see.",83,"Guernica. Didn't have a lot of time to explore on a short break but it was worth visiting this museum to see Picasso's Guernica plus the sketches he made prior to working on the actual painting. Well laid out museum with lots to see.","positive","negative",0,1
"rn365796446","Claire I","London","11 reviews","Great collection with nice cafe attached",5,"2016-04-20","Full of interesting pieces - not just the Guernica which unfortunately has large parties of school kids in front of it most of the time. Wifredo Lam exhibition well worth a visit. If you are there at lunchtime the restaurant is good and the menu del dia is inexpensive - you don't even need to visit the museum to eat in the restaurant. Under 18s and students can get in for free.",83,"Great collection with nice cafe attached. Full of interesting pieces - not just the Guernica which unfortunately has large parties of school kids in front of it most of the time. Wifredo Lam exhibition well worth a visit. If you are there at lunchtime the restaurant is good and the menu del dia is inexpensive - you don't even need to visit the museum to eat in the restaurant. Under 18s and students can get in for free.","positive","neutral",2,2
"rn365775501","Henrikki T","Helsinki, Finland","33 reviews","Very confusing place",2,"2016-04-20","This museum has some great art in it, if you know how to find it. It is a very maze like place and we found it very difficult to find ourselves around the museum. At some point we just gave up and left.",83,"Very confusing place. This museum has some great art in it, if you know how to find it. It is a very maze like place and we found it very difficult to find ourselves around the museum. At some point we just gave up and left.","negative","negative",1,3
"rn365765731","BowmanInc","Chicago","284 reviews","Must-see for Guernica alone",4,"2016-04-20","Here's your modern art fix.<br><br>Reina Sofia is pretty great. Guernica alone is worth the price of admission. It's so worth it to see that in person. There's a good amount of Picasso, Dali and Miro to take in. There's one section (including Guernica) where photos are not allowed, but you can take pictures of almost everything else.<br><br>It's hard to compare to the vast collection at the Prado. I prefer modern art, but I spent about three hours at Reina Sofia (I could have spent longer, but I had to meet up with my fiancee.) I spent six and a half hours at the Prado.<br><br>The layout of the building is kind of goofy, since there's a giant open-air court in the middle with a handful of sculptures, so you keep going around and around. The locations of elevators and stairs isn't all that convenient.<br><br>The collection is not huge, but it has some incredible treasures. Add it to your Madrid must-do list.<br></p>",83,"Must-see for Guernica alone. Here's your modern art fix.  Reina Sofia is pretty great. Guernica alone is worth the price of admission. It's so worth it to see that in person. There's a good amount of Picasso, Dali and Miro to take in. There's one section (including Guernica) where photos are not allowed, but you can take pictures of almost everything else.  It's hard to compare to the vast collection at the Prado. I prefer modern art, but I spent about three hours at Reina Sofia (I could have spent longer, but I had to meet up with my fiancee.) I spent six and a half hours at the Prado.  The layout of the building is kind of goofy, since there's a giant open-air court in the middle with a handful of sculptures, so you keep going around and around. The locations of elevators and stairs isn't all that convenient.  The collection is not huge, but it has some incredible treasures. Add it to your Madrid must-do list.  ","positive","positive",7,5
"rn365619371","imageinations","Albuquerque, New Mexico","26 reviews","One of a kind",4,"2016-04-20","For modern art lovers you will see some of the famous works you may be familiar with from books, etc. Beautifully displayed, many with associated films from the era (We loved the Dulak clip). Take your time and view the great chronological presentation. If you like later (1960-1980) conceptual installations you'll find them in the connected new wing. NOTE: If you need a laugh today read through the ""terrible"" reviews. If you don't like modern art it is highly advised to stay away from modern art museums.",83,"One of a kind. For modern art lovers you will see some of the famous works you may be familiar with from books, etc. Beautifully displayed, many with associated films from the era (We loved the Dulak clip). Take your time and view the great chronological presentation. If you like later (1960-1980) conceptual installations you'll find them in the connected new wing. NOTE: If you need a laugh today read through the  terrible  reviews. If you don't like modern art it is highly advised to stay away from modern art museums.","positive","positive",4,3
"rn365543208","starrfiddler","Bend, Oregon","6 reviews","Get your art on",5,"2016-04-20","Love the the former hospital, It makes a perfect museum. The modern art was the most memorable with La Guernica and other Picasso, Dali and Miro works.",84,"Get your art on. Love the the former hospital, It makes a perfect museum. The modern art was the most memorable with La Guernica and other Picasso, Dali and Miro works.","positive","positive",2,1
"rn365365733","Ivana B","Pristina, Kosovo","50 reviews","Nice place",5,"2016-04-19","It is a nice museum, with nice exhibit. It doesn't take too long to go through it and view it all. Nice tour.",84,"Nice place. It is a nice museum, with nice exhibit. It doesn't take too long to go through it and view it all. Nice tour.","positive","positive",4,1
"rn364917404","care-free987","","33 reviews","Whacky ",4,"2016-04-17","Worth a visit to see all the strange types of modern art. I'm not a massive art fan, but it was interesting to see all the exhibits and paintings that were rather surreal. It made me wonder just what was going through the artists' mind at the time of creating such works....",84,"Whacky . Worth a visit to see all the strange types of modern art. I'm not a massive art fan, but it was interesting to see all the exhibits and paintings that were rather surreal. It made me wonder just what was going through the artists' mind at the time of creating such works....","positive","neutral",1,1
"rn364914988","Pete026","London","89 reviews","Guernica",5,"2016-04-17","There is was, Guernica, not only the Picasso's painting, but his drawings for the painting showing how the painting developped, and its context - the Spanish Civil War - provided by a film in a room at the opposite. This is a vast museum, with Gris, Dali, Miro and more Picasso, and when I was about to turn back my feet hurting, here was a painting by Diego Rivera of Mexican renown. <br>The museum is free on Sundays from 3-7pm.",84,"Guernica. There is was, Guernica, not only the Picasso's painting, but his drawings for the painting showing how the painting developped, and its context - the Spanish Civil War - provided by a film in a room at the opposite. This is a vast museum, with Gris, Dali, Miro and more Picasso, and when I was about to turn back my feet hurting, here was a painting by Diego Rivera of Mexican renown.  The museum is free on Sundays from 3-7pm.","positive","negative",0,4
"rn364657798","drudol","United States","404 reviews","have wanted to see this for years",4,"2016-04-16","and i finally found time in madrid to get there. it is very large and somewhat confusing to get around the building, but the art is well worth the effort",84,"have wanted to see this for years. and i finally found time in madrid to get there. it is very large and somewhat confusing to get around the building, but the art is well worth the effort","positive","positive",1,0
"rn364380831","Member888","london","203 reviews","For Guernica",4,"2016-04-15","Nice building with wide stone corridors. I really came to see Picasso's Guernica and was not disappointed. It is magnificent. There are also original sketches of the painting lining the walls. A film showing original newsreels of the Spanish civil war was on display in another room.",84,"For Guernica. Nice building with wide stone corridors. I really came to see Picasso's Guernica and was not disappointed. It is magnificent. There are also original sketches of the painting lining the walls. A film showing original newsreels of the Spanish civil war was on display in another room.","positive","neutral",3,3
"rn364314734","d0ndequiera","Los Angeles","470 reviews","Great art, beautiful space",4,"2016-04-15","The Reina Sofia is packed with some amazing art. The Guernica itself is worth visiting. Throw in all the other modern art and you'll be pretty amazed. If you don't like modern art, however, check out the Prado instead. The emphasis here is clearly on MODERN.",84,"Great art, beautiful space. The Reina Sofia is packed with some amazing art. The Guernica itself is worth visiting. Throw in all the other modern art and you'll be pretty amazed. If you don't like modern art, however, check out the Prado instead. The emphasis here is clearly on MODERN.","positive","positive",5,2
"rn364282910","Pammie56","Clutton","295 reviews","Lovely",4,"2016-04-15","Comes in third after the Thyssen and the Prado for me but you must go to see Guernica at the very least.",84,"Lovely. Comes in third after the Thyssen and the Prado for me but you must go to see Guernica at the very least.","positive","neutral",1,1
"rn364087442","Rita593","Lisbon, Portugal","152 reviews","Fabulous and Accessible",5,"2016-04-14","This museum hosts a collection nearly as impressive as the ones from Prado or Thyssen. There are plenty of opportunities to visit it for free as well, which is great, and unlike Prado they let you take photographs of the artworks (the exception being Guernica and the nearby rooms).<br><br>The building itself is quite impressive and its garden is beautiful and, mind you, it also features 3 pieces of art.The current temporary exhbition about Wilfredo Lam is also well worth a look.",84,"Fabulous and Accessible. This museum hosts a collection nearly as impressive as the ones from Prado or Thyssen. There are plenty of opportunities to visit it for free as well, which is great, and unlike Prado they let you take photographs of the artworks (the exception being Guernica and the nearby rooms).  The building itself is quite impressive and its garden is beautiful and, mind you, it also features 3 pieces of art.The current temporary exhbition about Wilfredo Lam is also well worth a look.","positive","positive",4,0
"rn363747714","WiMadcitytraveler","madison, wi","297 reviews","A must see even if you don't like modern art",5,"2016-04-12","The museum is very easy to navigate. The Rick Steve's guided tour was easy to follow and we enjoyed the Miros, Picassos and the other highlights.",85,"A must see even if you don't like modern art. The museum is very easy to navigate. The Rick Steve's guided tour was easy to follow and we enjoyed the Miros, Picassos and the other highlights.","positive","positive",2,0
"rn363747501","WiMadcitytraveler","madison, wi","297 reviews","Even though we do not like contemporary art this is a must see",5,"2016-04-12","The Miros, Picassos and other highlights are well worth the trip. This is an easy museum to find your way around and it is easy to find the main sights. We used Rick Steve's walking tour and it worked great. (in the Prado we would highly recommend a guide rather than relying our tour book self tours).",85,"Even though we do not like contemporary art this is a must see. The Miros, Picassos and other highlights are well worth the trip. This is an easy museum to find your way around and it is easy to find the main sights. We used Rick Steve's walking tour and it worked great. (in the Prado we would highly recommend a guide rather than relying our tour book self tours).","positive","positive",3,2
"rn363630157","Chris S","","27 reviews","Masterpieces of Spanish artists (Picasso, Dali)",5,"2016-04-12","This museum is home to the masterpieces of Picasso, Dali as well as other Spanish artists. Very impressive collections of modern arts (1930 onwards) and definitely a must-go. Entrance costs only 8 euro, which is cheaper than Prado.",85,"Masterpieces of Spanish artists (Picasso, Dali). This museum is home to the masterpieces of Picasso, Dali as well as other Spanish artists. Very impressive collections of modern arts (1930 onwards) and definitely a must-go. Entrance costs only 8 euro, which is cheaper than Prado.","positive","negative",1,3
"rn363575156","JenLouEm","Guildford, United Kingdom","27 reviews","Fantastic Art Gallery",5,"2016-04-12","Fantastic place for both traditional and modern art - the main attraction is obviously Picasso - Guernica especially, which was absolutely amazing! There are many more of Picasso's works (note - you can't take photos in this section but you can elsewhere) which was fantastic to see as well as Dali &amp; Miro too. I was particularly taken by the temporary exhibition of Wifredo Lam, an artist that I hadn't heard of before, but am now fascinated by - really interesting life and history and such different styles of works throughout his career. That exhibition in itself is worth a visit.<br><br>The place is huge, it would take you more than a day to visit the whole thing but we just picked out the few things that we definitely didn't want to miss and wandered around the rest en route. There is a large selection of modern and conceptual art too (if that is your thing), and also photographs which were great.<br><br>Definitely worth a visit, it is a really great space - we didn't queue to get in and it was only 8 euros entry which I think is reasonable. There was a huge queue when we left of people waiting in line for the free Sunday afternoon entry but it's only 8 euros so I was glad we didn't do that and went in the morning when it wasn't so busy. Went for lunch at Taberna el Sur, about a 10 min walk away which was fantastic also!",85,"Fantastic Art Gallery. Fantastic place for both traditional and modern art - the main attraction is obviously Picasso - Guernica especially, which was absolutely amazing! There are many more of Picasso's works (note - you can't take photos in this section but you can elsewhere) which was fantastic to see as well as Dali &amp; Miro too. I was particularly taken by the temporary exhibition of Wifredo Lam, an artist that I hadn't heard of before, but am now fascinated by - really interesting life and history and such different styles of works throughout his career. That exhibition in itself is worth a visit.  The place is huge, it would take you more than a day to visit the whole thing but we just picked out the few things that we definitely didn't want to miss and wandered around the rest en route. There is a large selection of modern and conceptual art too (if that is your thing), and also photographs which were great.  Definitely worth a visit, it is a really great space - we didn't queue to get in and it was only 8 euros entry which I think is reasonable. There was a huge queue when we left of people waiting in line for the free Sunday afternoon entry but it's only 8 euros so I was glad we didn't do that and went in the morning when it wasn't so busy. Went for lunch at Taberna el Sur, about a 10 min walk away which was fantastic also!","positive","neutral",6,6
"rn363345491","Franco ","Malta","65 reviews","Re visiting Madrid",4,"2016-04-11","For those interested in Art especially contemporary art this is a must see. Entry ticket is relatively cheap at € 8.00 and there is a lot to see.",85,"Re visiting Madrid. For those interested in Art especially contemporary art this is a must see. Entry ticket is relatively cheap at € 8.00 and there is a lot to see.","positive","neutral",1,1
"rn363256654","MarrakchiaBritgirl","new york, usa","55 reviews","Great gallery - again incorrect information online!",4,"2016-04-11","We went at 6pm on a particular day when the gallery is supposed to be free but of course TA got it wrong and it is after 7pm! be aware = however a fabulous gallery even if you have to pay.<br></p>",85,"Great gallery - again incorrect information online!. We went at 6pm on a particular day when the gallery is supposed to be free but of course TA got it wrong and it is after 7pm! be aware = however a fabulous gallery even if you have to pay.  ","positive","neutral",1,1
"rn363237323","mikeazzo","Harlow, United Kingdom","217 reviews","Nice gallery",4,"2016-04-11","Spent a couple of hours here wondering. Went when it was free after a certain time so can't complain. Preferred the Prado but that's obvious really.",85,"Nice gallery. Spent a couple of hours here wondering. Went when it was free after a certain time so can't complain. Preferred the Prado but that's obvious really.","positive","neutral",1,1
"rn363186239","Petacat","Canberra, Australia","105 reviews","Far more than Picasso and Guernica",5,"2016-04-10","I visited the Reina Sophia Arts Centre as part of a quick tour of Madrid, Salamanca and Bilbao. It was a highlight. I was almost devastated by the 1900-1945 exhibition that covers the beginnings and most brutal parts fo the Spanish Civil war. It really demonstrates the saying that a picture says more than a thousand words.<br>You should allow a day for this magnificent gallery. I broke my tour through it into three parts. First the 1900-45 section. Break for midday and tapas in the bars across the plaza. Then a visit to the floor with Salvador Dali and some Miro which is spectacular and mind expanding.<br>In the afternoon I searched out sculpture and found it a rewarding experience.<br>An enlightened approach to photography meant that I could take some personal use memories away with me (not posted to comply with the gallery policy).<br><br>Highly recommended. Multiple entry per day for about just under Euro and you get to see masterpieces displayed brilliantly. Hard to argue with that. I intend to visit often.",85,"Far more than Picasso and Guernica. I visited the Reina Sophia Arts Centre as part of a quick tour of Madrid, Salamanca and Bilbao. It was a highlight. I was almost devastated by the 1900-1945 exhibition that covers the beginnings and most brutal parts fo the Spanish Civil war. It really demonstrates the saying that a picture says more than a thousand words. You should allow a day for this magnificent gallery. I broke my tour through it into three parts. First the 1900-45 section. Break for midday and tapas in the bars across the plaza. Then a visit to the floor with Salvador Dali and some Miro which is spectacular and mind expanding. In the afternoon I searched out sculpture and found it a rewarding experience. An enlightened approach to photography meant that I could take some personal use memories away with me (not posted to comply with the gallery policy).  Highly recommended. Multiple entry per day for about just under Euro and you get to see masterpieces displayed brilliantly. Hard to argue with that. I intend to visit often.","positive","positive",8,4
"rn363077018","josetrujil","Madrid, Spain","49 reviews","Cultura en estado de alta concentración",5,"2016-04-10","En el centro de Madrid, un sitio de referencia para ver el arte contemporaneo español e internacional, a must for travellers, close to the Prado Museum, a excellent selection of Spanish (including ""Picasso-The Gernika""), The two buildings old and new are worth the visit, stroll along the building: promenades, old stairs, remember you are in a former hospital building, the patio, ... might be better to be two days...",85,"Cultura en estado de alta concentración. En el centro de Madrid, un sitio de referencia para ver el arte contemporaneo español e internacional, a must for travellers, close to the Prado Museum, a excellent selection of Spanish (including  Picasso-The Gernika ), The two buildings old and new are worth the visit, stroll along the building: promenades, old stairs, remember you are in a former hospital building, the patio, ... might be better to be two days...","positive","negative",0,2
"rn362649701","Ajaxtol","Washington DC, District of Columbia","111 reviews","No only for Guerrnica",5,"2016-04-08","We got tickets a couple of hours in advance online and avoided the lines. We skipped the audioguide to avoid queing, but I think it might have been woth getting. Very much enjoyed the museum in any case. Well worth a couple of hours.",86,"No only for Guerrnica. We got tickets a couple of hours in advance online and avoided the lines. We skipped the audioguide to avoid queing, but I think it might have been woth getting. Very much enjoyed the museum in any case. Well worth a couple of hours.","positive","positive",3,1
"rn362607992","<U+0410><U+043D><U+0442><U+043E><U+043D> <U+0411>","","33 reviews","One of the best museums in Madris",4,"2016-04-08","During our trip to Madrid we were lucky enough to visit the three major museums, one of which was Reina Sofia. We were very pleased with the fact that we've been there. I recommend!",86,"One of the best museums in Madris. During our trip to Madrid we were lucky enough to visit the three major museums, one of which was Reina Sofia. We were very pleased with the fact that we've been there. I recommend!","positive","positive",4,1
"rn362592532","Gael L","Leuven, Belgium","25 reviews","Nice museam",4,"2016-04-08","Very nice museum! Entrance was only 8 euros. A lof of famous painting. Very big and open museum. A lot of paintings from Picasso and Dali",86,"Nice museam. Very nice museum! Entrance was only 8 euros. A lof of famous painting. Very big and open museum. A lot of paintings from Picasso and Dali","positive","positive",5,1
"rn362386143","Judy B","New Berlin, Wisconsin","128 reviews","Do not miss!",5,"2016-04-07","This museum was not only worth visiting for the fine collection of artwork but it has some wonderful architectural elements as well such as the glass enclosed elevators and the Jean Nouvel addition which provides fun upside down images of the city on it's metal ceiling.",86,"Do not miss!. This museum was not only worth visiting for the fine collection of artwork but it has some wonderful architectural elements as well such as the glass enclosed elevators and the Jean Nouvel addition which provides fun upside down images of the city on it's metal ceiling.","positive","neutral",1,1
"rn362021848","MandomanLincs","Lincolnshire","53 reviews","Another World Class Gallery",5,"2016-04-06","Another massive art gallery, with some real gems! Apart from the Picasso's and the Cubists there are some early work of Salvador Dali showing his Cubist period. A real gem is an early portrait by Picasso that was abandoned by him after it fail to obtain a first prize! Be aware that this museum is huge with lots of walking involved to get between some of the galleries. We could not find a café but there is Restaurant.",86,"Another World Class Gallery. Another massive art gallery, with some real gems! Apart from the Picasso's and the Cubists there are some early work of Salvador Dali showing his Cubist period. A real gem is an early portrait by Picasso that was abandoned by him after it fail to obtain a first prize! Be aware that this museum is huge with lots of walking involved to get between some of the galleries. We could not find a café but there is Restaurant.","positive","positive",3,1
"rn361980710","Mohammed A","","58 reviews","History of people ",4,"2016-04-06","If you like to read and see how the revolutions and the improvement of people this will be the right place. History of different nations. What happen during thier time bad and good things. It will take you hours to walk around and read every single piece in the museum. Well designed and decorated. You have to hold the map while you are moving around. There couple of rooms with a movie being played with different story for each.",86,"History of people . If you like to read and see how the revolutions and the improvement of people this will be the right place. History of different nations. What happen during thier time bad and good things. It will take you hours to walk around and read every single piece in the museum. Well designed and decorated. You have to hold the map while you are moving around. There couple of rooms with a movie being played with different story for each.","positive","positive",3,2
"rn361768401","Highburysunshine","London, United Kingdom","22 reviews","Must see for Dali and Picasso followers",4,"2016-04-05","Huge museum. Art is well explained with side notices and/or leaflets in English and Spanish. Worth visiting alone for Piacsso's La Guernica and the painting's historic importance for democratic Spain and anti-Nazis everywhere. Free in the evenings.",86,"Must see for Dali and Picasso followers. Huge museum. Art is well explained with side notices and/or leaflets in English and Spanish. Worth visiting alone for Piacsso's La Guernica and the painting's historic importance for democratic Spain and anti-Nazis everywhere. Free in the evenings.","positive","positive",1,0
"rn361681098","CMarie N","Manila","60 reviews","See picasso paiting for FREE starting 6pm!",5,"2016-04-05","- yes, you read it right, free admission in the evening, just knew of this because my cousin told me so and brought me there in the evening and got free ticket but expect to have a lot of people during those times<br>- this is where you can see the guernica painting of picasso!!! <U+2665><U+2665><U+2665><U+2665><br>- a huge museum, can consume your whole day!<br>- sorry but i don't know the entrance free here",86,"See picasso paiting for FREE starting 6pm!. - yes, you read it right, free admission in the evening, just knew of this because my cousin told me so and brought me there in the evening and got free ticket but expect to have a lot of people during those times - this is where you can see the guernica painting of picasso!!! <U+2665><U+2665><U+2665><U+2665> - a huge museum, can consume your whole day! - sorry but i don't know the entrance free here","positive","negative",2,3
"rn361669521","MissAHall","Reading, United Kingdom","37 reviews","Good rainy day activity.",4,"2016-04-05","The cheaper of the art museums and is very like the Tate Modern in London. Lots to see and we spent a while in here as it was raining outside. Dali and Picasso on display in their finest here.",87,"Good rainy day activity.. The cheaper of the art museums and is very like the Tate Modern in London. Lots to see and we spent a while in here as it was raining outside. Dali and Picasso on display in their finest here.","positive","positive",2,1
"rn361549420","carolB9868KN","Canada","26 reviews","Made a day of it",5,"2016-04-04","It was raining so I ended up spending 6 hours here and if my feet had held out I could have been here longer. Great variety of paintings, sculpture, photographs, videos, books, movies, so much more than usually seen in an art gallery. The linkages between the 2 buildings are not obvious and I had to ask my way a number of times but there are lots of staff around to help. The exhibition ""Dear reader. Don't read"" , about Ulises Carrion, was fascinating and I heartily recommend devoting some time to it.",87,"Made a day of it. It was raining so I ended up spending 6 hours here and if my feet had held out I could have been here longer. Great variety of paintings, sculpture, photographs, videos, books, movies, so much more than usually seen in an art gallery. The linkages between the 2 buildings are not obvious and I had to ask my way a number of times but there are lots of staff around to help. The exhibition  Dear reader. Don't read  , about Ulises Carrion, was fascinating and I heartily recommend devoting some time to it.","positive","positive",3,2
"rn361498251","Cynthie2013","","149 reviews","Pablo Picasso!",5,"2016-04-04","If you like art, paintings and you want to admire the famous Guernica of Pablo Picasso, you have definitely to visit the Museo de Arte Reina Sofia. Even If you do not like the museums, this one has a very particular ambiance . Tip : after 7pm the museum is free.",87,"Pablo Picasso!. If you like art, paintings and you want to admire the famous Guernica of Pablo Picasso, you have definitely to visit the Museo de Arte Reina Sofia. Even If you do not like the museums, this one has a very particular ambiance . Tip : after 7pm the museum is free.","positive","neutral",2,2
"rn361283086","Zu369","Bratislava, Slovakia","88 reviews","Not just Guernica",4,"2016-04-03","The famous picture Guernica of Picasso naturally is the most famous attraction. But you will find more interesting articles. Often there are very good temporary exhibitions, so keep informed.<br>Tip&gt; After 6 p.m. the entrance is for free",87,"Not just Guernica. The famous picture Guernica of Picasso naturally is the most famous attraction. But you will find more interesting articles. Often there are very good temporary exhibitions, so keep informed. Tip&gt; After 6 p.m. the entrance is for free","positive","positive",3,1
"rn361198651","lyn057","Australia","88 reviews","Great place to visit ",5,"2016-04-03","What a marvelous collection of modern Spanish art. The highlight is Picasso's Guernica, but there are so many other great works to see. Don't make the mistake we did of viewing Guernica first. It is best to follow the chronological order of the displays. That way you get a great sense of the development of each artist and the period they were working in. <br><br>Excellent place.",87,"Great place to visit . What a marvelous collection of modern Spanish art. The highlight is Picasso's Guernica, but there are so many other great works to see. Don't make the mistake we did of viewing Guernica first. It is best to follow the chronological order of the displays. That way you get a great sense of the development of each artist and the period they were working in.   Excellent place.","positive","positive",6,0
"rn360834050","GranZorro","Zug, Switzerland","482 reviews","Excellent, as always",5,"2016-04-02","Great permanent collection, always worth a visit. If you visit Madrid from now till August, make it a point to see the Rémy Zaugg show at the Palacio Velazquez in the Retiro Park,, which is also a part of the museum.",87,"Excellent, as always. Great permanent collection, always worth a visit. If you visit Madrid from now till August, make it a point to see the Rémy Zaugg show at the Palacio Velazquez in the Retiro Park,, which is also a part of the museum.","positive","positive",2,1
"rn360767107","Sandi_Dallas","Dallas, Texas","15 reviews","Picasso's Guernica Says it All",5,"2016-04-01","Although the crowd was so dense that I could not get close to Picasso's Guernica, what I could see impressed me. I was also impressed with the supporting material that was posted nearby elaborating on the history of the painting as well as the history of the era. As we browsed thru the nearby gallery devoted to Dali, I was once again impressed by the supporting material that enriched the museum experience for me. Admission was free for senior citizens as well as for educators -- a nice touch!",87,"Picasso's Guernica Says it All. Although the crowd was so dense that I could not get close to Picasso's Guernica, what I could see impressed me. I was also impressed with the supporting material that was posted nearby elaborating on the history of the painting as well as the history of the era. As we browsed thru the nearby gallery devoted to Dali, I was once again impressed by the supporting material that enriched the museum experience for me. Admission was free for senior citizens as well as for educators -- a nice touch!","positive","positive",3,1
"rn360644554","Claudio B","","24 reviews","Mandatory complement to Prado",5,"2016-04-01","If you're going to Madrid for the Prado, make sure to reserve an entire afternoon for the Reina Sofia. It focus more on XX century art but has quite a diverse collection.",88,"Mandatory complement to Prado. If you're going to Madrid for the Prado, make sure to reserve an entire afternoon for the Reina Sofia. It focus more on XX century art but has quite a diverse collection.","positive","negative",1,2
"rn360382835","jamesallison64","Galway, Ireland","1 review","Rude Room Attendants",2,"2016-03-31","I am open to appreciating art and went into the museum in an optimistic mind. I have been to museums all over the world but in none of them have I been treated as badly as I was in the Reina Sofia by the room attendants. They were unwelcoming, unhelpful and seemed to be waiting for people to cross an imaginary boundary. <br>In one of the rooms I stepped closer to a painting (1m away from it) to read a title and immediately a woman aggressively pounced and waved wildly to move away from the painting. She started gesturing at the floor as if there was a line or rope showing you how close you can go to the piece of art. There was no line or rope or anything of that sort anywhere in the museum indicating how close you could go the art. Also in the room with the Guernica with no benches an attendant rudely started to scold my daughter in Spanish because she apparently was leaning on the wall. We had no idea what she was saying but she continued signalling at the wall. <br>The art was interesting but I came away with a negative vibe because of the rude staff. I would not recommend this to a family with teenagers or anybody but art lovers as staff will discriminate against you and treat you like a toddler.",88,"Rude Room Attendants. I am open to appreciating art and went into the museum in an optimistic mind. I have been to museums all over the world but in none of them have I been treated as badly as I was in the Reina Sofia by the room attendants. They were unwelcoming, unhelpful and seemed to be waiting for people to cross an imaginary boundary.  In one of the rooms I stepped closer to a painting (1m away from it) to read a title and immediately a woman aggressively pounced and waved wildly to move away from the painting. She started gesturing at the floor as if there was a line or rope showing you how close you can go to the piece of art. There was no line or rope or anything of that sort anywhere in the museum indicating how close you could go the art. Also in the room with the Guernica with no benches an attendant rudely started to scold my daughter in Spanish because she apparently was leaning on the wall. We had no idea what she was saying but she continued signalling at the wall.  The art was interesting but I came away with a negative vibe because of the rude staff. I would not recommend this to a family with teenagers or anybody but art lovers as staff will discriminate against you and treat you like a toddler.","negative","negative",2,8
