"id","username","location","quote","rating","date","reviewnospace","page","titleopinion","SentimentValue","SentimentCore","pos","neg"
"rn499492052","PhoenixLee","Port Elliot, Australia","Of course, GO",5,"2017-07-07","A wonderful museum, and not just for the architecture. We didn't expect much from the collection, but we were pleasantly surprised. And the building didn't disappoint either.",22,"Of course, GO. A wonderful museum, and not just for the architecture. We didn't expect much from the collection, but we were pleasantly surprised. And the building didn't disappoint either.","positive","negative",1,2
"rn499433816","Marianna M","Dublin, Ireland","Impressive architecture, tourist magnet ",4,"2017-07-07","The architecture is amazing and can best be experienced by walking through the building and it's different galleries. Since the museum is one of Bilbao bestselling attractions be prepared to be accompanied by a crowd of tourists who would probably not visit collections like this. The exhibitions feature current photo and video artists and also provide well renowned names like Rothko, Picasso or Bacon. However only few pieces of their oeuvre will be visible. The visitors will be given audio guides with lengthy explanations in several languages included in the price. They do not offer free guided tours on a regular basis. The educational part is scarcely visible in the exhibition but shifted to other areas of the building which seem clearly to address only children. So the exhibition left me exhausted and slightly dissatisfied at the same time.",22,"Impressive architecture, tourist magnet . The architecture is amazing and can best be experienced by walking through the building and it's different galleries. Since the museum is one of Bilbao bestselling attractions be prepared to be accompanied by a crowd of tourists who would probably not visit collections like this. The exhibitions feature current photo and video artists and also provide well renowned names like Rothko, Picasso or Bacon. However only few pieces of their oeuvre will be visible. The visitors will be given audio guides with lengthy explanations in several languages included in the price. They do not offer free guided tours on a regular basis. The educational part is scarcely visible in the exhibition but shifted to other areas of the building which seem clearly to address only children. So the exhibition left me exhausted and slightly dissatisfied at the same time.","positive","negative",2,6
"rn499333828","Helero","Los Angeles, California","Stunning building & displays.",4,"2017-07-07","An absolutely stunning, masterpiece building. Amazing inside &amp; out. To me the building outshone many of the displays.",22,"Stunning building & displays.. An absolutely stunning, masterpiece building. Amazing inside &amp; out. To me the building outshone many of the displays.","positive","positive",3,1
"rn499322539","sh-gallen","Newcastle, United Kingdom","Fantastic ",5,"2017-07-07","We loved the Guggenheim. Every room was interesting and a lot of the exhibitions are interactive. The video exhibits were my favourite. Even the building itself is wonderful. We spent almost 3 hours here. Tickets are €16 each for an adult. Well worth it!",22,"Fantastic . We loved the Guggenheim. Every room was interesting and a lot of the exhibitions are interactive. The video exhibits were my favourite. Even the building itself is wonderful. We spent almost 3 hours here. Tickets are €16 each for an adult. Well worth it!","positive","positive",4,3
"rn499231105","O3977CZmatthewd","Puerto De Santiago","Wow",5,"2017-07-06","There is a lot to love about this museum. Our kids really enjoyed Richard Serra's Snake installation on the first floor. The fin de siècle art was superb. But really, the building itself and it's surroundings make it special. There's a large park on the grounds full of interesting climbing structures. There's a cafe right next to it so you can have a caña or coffee while your children play.",22,"Wow. There is a lot to love about this museum. Our kids really enjoyed Richard Serra's Snake installation on the first floor. The fin de siècle art was superb. But really, the building itself and it's surroundings make it special. There's a large park on the grounds full of interesting climbing structures. There's a cafe right next to it so you can have a caña or coffee while your children play.","positive","positive",8,0
"rn498898293","Peter A",NA,"Fabulous, outside and in",5,"2017-07-05","Way beyond expectations. The structure is fascinating from all angles, and some outdoor installations are exquisite. The galleries span a range of tastes, but we found totally engaging exhibits on every floor. My favs were the video gallery, the BIG steel geo-sculptures and the art from late-19th century, including Monet, Lautrec and others. GO!!!",22,"Fabulous, outside and in. Way beyond expectations. The structure is fascinating from all angles, and some outdoor installations are exquisite. The galleries span a range of tastes, but we found totally engaging exhibits on every floor. My favs were the video gallery, the BIG steel geo-sculptures and the art from late-19th century, including Monet, Lautrec and others. GO!!!","positive","positive",2,1
"rn498613407","Patrick B","unknown","Great building ",4,"2017-07-04","I've been here a few times. Great to walk around. Paying to go inside really depends on if the artist exhibitions appeal to you. The exhibitions change regularly.<br><br>The building inside is great but personally it's not worth paying to go in unless you like the artist exhibitions. <br><br>The big dog outside the building is worth going along just for that",22,"Great building . I've been here a few times. Great to walk around. Paying to go inside really depends on if the artist exhibitions appeal to you. The exhibitions change regularly.  The building inside is great but personally it's not worth paying to go in unless you like the artist exhibitions.   The big dog outside the building is worth going along just for that","positive","positive",3,1
"rn498604567","shophartley1109","San Francisco, California","Amazing building and great exhibits",5,"2017-07-04","The building and the surrounding area are themselves works of art and well worth spending time walking around. We enjoyed the art as well - really liked the Richard Serra exhibit, pretty amazing. Also enjoyed the little cafe at the front of the museum - good coffee.",23,"Amazing building and great exhibits. The building and the surrounding area are themselves works of art and well worth spending time walking around. We enjoyed the art as well - really liked the Richard Serra exhibit, pretty amazing. Also enjoyed the little cafe at the front of the museum - good coffee.","positive","positive",5,0
"rn498563853","mommytravels","Miami, Florida","Architecture is the real draw",5,"2017-07-04","Museums are usually nondescript in order to hold the art inside. For me, this building is the real piece of art. It is beautiful from the outside, but the inside is impressive. The whimsy of the design is attractive to just sit and admire from the hotel terrace across the street.<br><br>The flower-covered puppy is fun and adorable, like the lollipops placed by the river-side.<br><br>Since I am more of a classical art lover, the current exhibits of film and video plus modern art pieces didn't really speak to me personally. There were some impressionist pieces that were wonderful to look at, as well as the graphic French drawings.<br><br>The main attraction on the first floor, given its scale, was the Richard Serra exhibit.",23,"Architecture is the real draw. Museums are usually nondescript in order to hold the art inside. For me, this building is the real piece of art. It is beautiful from the outside, but the inside is impressive. The whimsy of the design is attractive to just sit and admire from the hotel terrace across the street.  The flower-covered puppy is fun and adorable, like the lollipops placed by the river-side.  Since I am more of a classical art lover, the current exhibits of film and video plus modern art pieces didn't really speak to me personally. There were some impressionist pieces that were wonderful to look at, as well as the graphic French drawings.  The main attraction on the first floor, given its scale, was the Richard Serra exhibit.","positive","positive",9,1
"rn498421346","ab83675","Lima, Peru","Great Architectural Masterpiece",5,"2017-07-04","We traveled with my family to Bilbao just to see the Guggenheim and were not disappointed. The building is an architectural masterpiece and has revived what is otherwise an old / classic city. The museum itself has very interesting art, but the main attraction without a doubt is the architecture. There are also good restaurants and cafes.",23,"Great Architectural Masterpiece. We traveled with my family to Bilbao just to see the Guggenheim and were not disappointed. The building is an architectural masterpiece and has revived what is otherwise an old / classic city. The museum itself has very interesting art, but the main attraction without a doubt is the architecture. There are also good restaurants and cafes.","positive","positive",4,1
"rn498352160","KS196255","Uithoorn, The Netherlands","must see when you are in Bilbao.",5,"2017-07-03","great museum, fantastic architecture, lovely coffee ;-) and beautiful modern art, must see when you are in Bilbao",23,"must see when you are in Bilbao.. great museum, fantastic architecture, lovely coffee ;-) and beautiful modern art, must see when you are in Bilbao","positive","positive",2,0
"rn498282751","Jan M","Los Angeles, California","Don't waste your money..!",2,"2017-07-03","When in Bilbao, you have to visit the Guggenheim...! So we did...<br><br>The building itself is a masterpiece, absolutely stunning - I can't take that away from the place.<br><br>However, it's not cheap to get into the place, and once in, the items on display will leave you totally baffled and make you wonder why you had a real job instead of designing some of the rubbish in this place - all in the name of art. <br><br>Now don't get me wrong, I am a fan of all types of art, from modern to classical.... I love Tracey Emen (in fact I travelled to London to see the famous 'Bed').... but apart from two or three items in this building, it is full or pretentious twaddle that bears more relation to a scrap yard than a gallery for 'art'.<br><br>If you have more money than sense, pay a visit to the restaurant upstairs. Check out the menu and prices before you sit down. €80 for a starter....!!! <br><br>Go see the building from the outside. Enjoy the wonderful architecture from the outside. Sit in the gardens and enjoy a packed lunch on the outside.",23,"Don't waste your money..!. When in Bilbao, you have to visit the Guggenheim...! So we did...  The building itself is a masterpiece, absolutely stunning - I can't take that away from the place.  However, it's not cheap to get into the place, and once in, the items on display will leave you totally baffled and make you wonder why you had a real job instead of designing some of the rubbish in this place - all in the name of art.   Now don't get me wrong, I am a fan of all types of art, from modern to classical.... I love Tracey Emen (in fact I travelled to London to see the famous 'Bed').... but apart from two or three items in this building, it is full or pretentious twaddle that bears more relation to a scrap yard than a gallery for 'art'.  If you have more money than sense, pay a visit to the restaurant upstairs. Check out the menu and prices before you sit down. €80 for a starter....!!!   Go see the building from the outside. Enjoy the wonderful architecture from the outside. Sit in the gardens and enjoy a packed lunch on the outside.","negative","negative",4,5
"rn498273397","Sheldon K","Cardiff, United Kingdom","Enjoy the special exhibit",4,"2017-07-03","I often heard that the building was amazing but the art was only fair. We had a wonderful time looking at both the permanent exhibits and the temporary ones. Look online and see what they are showing because they rotate the art",23,"Enjoy the special exhibit. I often heard that the building was amazing but the art was only fair. We had a wonderful time looking at both the permanent exhibits and the temporary ones. Look online and see what they are showing because they rotate the art","positive","positive",2,1
"rn498082987","TovaRanana","Lichfield, United Kingdom","Wonderfull Architecture!!!",5,"2017-07-03","Visiting here the second time and still astonished by the beaty of the building itself the popi outside and the temporary desplays were very interesting.Loved the French art and the Videos made by Bill Violla.",23,"Wonderfull Architecture!!!. Visiting here the second time and still astonished by the beaty of the building itself the popi outside and the temporary desplays were very interesting.Loved the French art and the Videos made by Bill Violla.","positive","negative",0,1
"rn498021358","Colin S","unknown","Impressive building, disappointing contents",1,"2017-07-02","We had two hours spare before catching the ferry and decided to visit the Guggenheim Museum. It is not signposted from the motorways, only local signs once you are nearby. Fortunately, the satnav triumphed. We were directed up many marble steps to the main entrance, only to have to descend a similar number to the entrance foyer. We paid €7.50 each for concessions which surprised us. We were struck by the absence of directions on the walls. We had to rely on a small print booklet and a hand held earphone - both free. The booklet needed time to read and descriptive colourfull diagrams and a recommended journey through the museum were not easily found. There are three floors, but the second was vacant. On the first, or ground floor was a small exhibition area whith no signs as to the contents, so we went to the third floor in a glass lift because the booklet said that it contained impressionist paintings. Again, poorly signed, we ended up along a dead end corridor, which only lead to the toilets. There were pictures by Toulouse Lautrec, but many were advertising posters and well spaced apart. Our booklet did tell us that if we entered the number of a picture as shown on an adjacent wall card alongside a headphone icon, our earphone would give us full details concerning the picture. But only about 10% of the pictures had corresponding icons or numbers, and this disappointed. We did see a large Monet in oil, but not one I had seen in books etc. I don't think it was one of his best. All in all, we thought the museum lacked the quality or quantity of contents to be expected from a museum of such standing.",23,"Impressive building, disappointing contents. We had two hours spare before catching the ferry and decided to visit the Guggenheim Museum. It is not signposted from the motorways, only local signs once you are nearby. Fortunately, the satnav triumphed. We were directed up many marble steps to the main entrance, only to have to descend a similar number to the entrance foyer. We paid €7.50 each for concessions which surprised us. We were struck by the absence of directions on the walls. We had to rely on a small print booklet and a hand held earphone - both free. The booklet needed time to read and descriptive colourfull diagrams and a recommended journey through the museum were not easily found. There are three floors, but the second was vacant. On the first, or ground floor was a small exhibition area whith no signs as to the contents, so we went to the third floor in a glass lift because the booklet said that it contained impressionist paintings. Again, poorly signed, we ended up along a dead end corridor, which only lead to the toilets. There were pictures by Toulouse Lautrec, but many were advertising posters and well spaced apart. Our booklet did tell us that if we entered the number of a picture as shown on an adjacent wall card alongside a headphone icon, our earphone would give us full details concerning the picture. But only about 10% of the pictures had corresponding icons or numbers, and this disappointed. We did see a large Monet in oil, but not one I had seen in books etc. I don't think it was one of his best. All in all, we thought the museum lacked the quality or quantity of contents to be expected from a museum of such standing.","negative","negative",0,16
"rn498010539","Dottie R","Amsterdam","Amazing!",5,"2017-07-02","The architecture of this building is unbelievable. Exhibits awesome and staff friendly. Audio guide included in the cost of admission and the gift shop phenomenal. Definitely worth the visit and even making a special trip to see.",24,"Amazing!. The architecture of this building is unbelievable. Exhibits awesome and staff friendly. Audio guide included in the cost of admission and the gift shop phenomenal. Definitely worth the visit and even making a special trip to see.","positive","positive",6,1
"rn497930806","mpasnikowski","Bel Air MD","One of a kind",4,"2017-07-02","I've never been to a similar museum before. The art installations were very modern, maybe too modern for me, some of them quite disturbing, so it was a new experience for me. The building itself is magnificent, the audioguides offer lots of insight into the works of art and their creators. A must, if you have sophisticated art taste.",24,"One of a kind. I've never been to a similar museum before. The art installations were very modern, maybe too modern for me, some of them quite disturbing, so it was a new experience for me. The building itself is magnificent, the audioguides offer lots of insight into the works of art and their creators. A must, if you have sophisticated art taste.","positive","positive",3,2
"rn497741376","Elvia A","California","My first time",5,"2017-07-01","Guggenheim Museum building is beautiful outside and inside. It has modern galleries. It has many interactive attractions. It's the home for may modern art pieces. If you have vertigo you should not use the bridges inside to go to different collections, use the other side of the building.",24,"My first time. Guggenheim Museum building is beautiful outside and inside. It has modern galleries. It has many interactive attractions. It's the home for may modern art pieces. If you have vertigo you should not use the bridges inside to go to different collections, use the other side of the building.","positive","positive",3,1
"rn497652205","Captain_Cee","London, United Kingdom","Worth the trip to Bilbao",5,"2017-07-01","We were impressed by the building, it's stature, it's exhibition. You can spend a lot of time here. Photo's of the exhibition are not allowed, did not know, they are very strict! Sorry... <br>But the building itself can be photographed inside and out. It is the heart of a nice city, with friendly people, not too many tourists, and an easy going atmosphere.",24,"Worth the trip to Bilbao. We were impressed by the building, it's stature, it's exhibition. You can spend a lot of time here. Photo's of the exhibition are not allowed, did not know, they are very strict! Sorry...  But the building itself can be photographed inside and out. It is the heart of a nice city, with friendly people, not too many tourists, and an easy going atmosphere.","positive","positive",3,2
"rn497626783","AzraelBelAirMD","San Jose, California","Beautiful Art - Amazing Building",5,"2017-07-01","My niece and I were part of an escorted tour in June 2017. We thoroughly enjoyed every minute we were there. Jeff Koons sculptures were outside. The incredible Frank Gehry designed museum building is light and airy inside and contains a vast collection, including an interactive sculpture maze that you can walk through. We highly recommend!",24,"Beautiful Art - Amazing Building. My niece and I were part of an escorted tour in June 2017. We thoroughly enjoyed every minute we were there. Jeff Koons sculptures were outside. The incredible Frank Gehry designed museum building is light and airy inside and contains a vast collection, including an interactive sculpture maze that you can walk through. We highly recommend!","positive","positive",4,1
"rn497611815","Paulajeanne","The Netherlands","Wow!",5,"2017-07-01","Visual euphoria inside and out. Had a great Impressionist show on the third floor. Lots of sculptures outside. Not to crowded, we loved it.",24,"Wow!. Visual euphoria inside and out. Had a great Impressionist show on the third floor. Lots of sculptures outside. Not to crowded, we loved it.","positive","positive",4,0
"rn497593510","EmmaAdams2014",NA,"Fabulous building and a worthy collection inside ",5,"2017-07-01","The building itself is beautiful and centrally placed next to the Old Town. It is walkable from this area easily. There is a coffee shop, bistro and museum shop within and plenty of shops and restaurants nearby. We booked our tickets online in advance which prevented any panic about getting in and there didn't appear to be any long queues anyway. Oh and the paintings are obviously worth looking at, there's a Monet of water lilies And some other old masters in the top floor and various more modern exhibits on the first and ground floor. You need at least 2 hours.",24,"Fabulous building and a worthy collection inside . The building itself is beautiful and centrally placed next to the Old Town. It is walkable from this area easily. There is a coffee shop, bistro and museum shop within and plenty of shops and restaurants nearby. We booked our tickets online in advance which prevented any panic about getting in and there didn't appear to be any long queues anyway. Oh and the paintings are obviously worth looking at, there's a Monet of water lilies And some other old masters in the top floor and various more modern exhibits on the first and ground floor. You need at least 2 hours.","positive","positive",5,1
"rn497456747","gjim195",NA,"Amazing architecture with what looks like zero right angles.",5,"2017-06-30","What an amazing piece of architecture. As you walk up to this building, it appears to have no right angles. The architect used a software product that was provided by IBM, called CATIA, a three dimensional software product. Inside and out are awesome. There are several choices for lunch or dinner along the block where this is located.",24,"Amazing architecture with what looks like zero right angles.. What an amazing piece of architecture. As you walk up to this building, it appears to have no right angles. The architect used a software product that was provided by IBM, called CATIA, a three dimensional software product. Inside and out are awesome. There are several choices for lunch or dinner along the block where this is located.","positive","negative",2,4
"rn497415922","BVvdB","unknown","What a jewel",5,"2017-06-30","Although in two visits last year several levels were closed off to the public, this building is a mist-see. This is the building that caused the Bilbao-effect after Frank Gehry designed this exraordinairy Guggenheim museum.<br>The Guggenheim is easy accesible from different levels. For groups above 20 they have attractive rates. An audioguide is included in the price.<br>On the collection there is not much to say: it changes from time to time (except the Richard Sierra steel plate art).",24,"What a jewel. Although in two visits last year several levels were closed off to the public, this building is a mist-see. This is the building that caused the Bilbao-effect after Frank Gehry designed this exraordinairy Guggenheim museum. The Guggenheim is easy accesible from different levels. For groups above 20 they have attractive rates. An audioguide is included in the price. On the collection there is not much to say: it changes from time to time (except the Richard Sierra steel plate art).","positive","neutral",3,3
"rn497400777","John E","Biggleswade, United Kingdom","A Interesting Place to Visit",4,"2017-06-30","We visited here to see the flowered puppy, but unfortunately was covered up for redecorating, but we continued around the museum where the silver balls and vapours, and the giant spider can be found. There were also 3 guy's dressed like emu's, using each one hand under cover to operate wooden clappers, really, really funny. These guy's should be on France's got talent !! We did not have time to go into the museum but just strolling around with the river close by was lovely. We travelled here using the metro, very easy and 5-10min walk from the metro station",25,"A Interesting Place to Visit. We visited here to see the flowered puppy, but unfortunately was covered up for redecorating, but we continued around the museum where the silver balls and vapours, and the giant spider can be found. There were also 3 guy's dressed like emu's, using each one hand under cover to operate wooden clappers, really, really funny. These guy's should be on France's got talent !! We did not have time to go into the museum but just strolling around with the river close by was lovely. We travelled here using the metro, very easy and 5-10min walk from the metro station","positive","negative",2,4
"rn497347540","PigletWinnieAndRoo","London","Dizzying building",4,"2017-06-30","The building itself is utterly captivating because of the scale and the fascinating design. It is an iconic building and worth visiting simply because ... it is.<br><br>As for the content, it is wide ranging and contains significant pieces by highly respected artists from Henri de Toulouse-Lautrec to Mark Rothko. But I just don't get the significance of an untitled painting of 3 horizontal bands of colour or a black canvas with a small area of white in a corner.<br><br>I have a balance problem and found the building made me feel unwell because of the lack of vertical walls.<br><br>Would I go again? No. The fairly static nature of the exhibition means once would be enough and when we went two galleries were closed but we didn't feel we'd missed anything. 2 hours for the uninitiated is enough time.<br><br><br></p>",25,"Dizzying building. The building itself is utterly captivating because of the scale and the fascinating design. It is an iconic building and worth visiting simply because ... it is.  As for the content, it is wide ranging and contains significant pieces by highly respected artists from Henri de Toulouse-Lautrec to Mark Rothko. But I just don't get the significance of an untitled painting of 3 horizontal bands of colour or a black canvas with a small area of white in a corner.  I have a balance problem and found the building made me feel unwell because of the lack of vertical walls.  Would I go again? No. The fairly static nature of the exhibition means once would be enough and when we went two galleries were closed but we didn't feel we'd missed anything. 2 hours for the uninitiated is enough time.    ","positive","negative",2,5
"rn497245937","AMW1970","Newcastle","Amazing building and some reasonable installations",5,"2017-06-29","We visited Bilbao to see this building - we are not that fussed about modern art on the whole.<br>This building both internally and externally is amazing.<br>You need to visit its exterior at different times of day and in different weather conditions: it's constantly changing in apparent shape but also colour.<br>We love this structure.",25,"Amazing building and some reasonable installations. We visited Bilbao to see this building - we are not that fussed about modern art on the whole. This building both internally and externally is amazing. You need to visit its exterior at different times of day and in different weather conditions: it's constantly changing in apparent shape but also colour. We love this structure.","positive","positive",3,2
"rn497016444","JKGohill","Hallandale Beach, Florida","Family vacation Basque Country, Spain ",5,"2017-06-28","Great building design! Exhibit was ok... my favorite and my boys favorite was the first floor steel structures... interesting!!",25,"Family vacation Basque Country, Spain . Great building design! Exhibit was ok... my favorite and my boys favorite was the first floor steel structures... interesting!!","positive","positive",2,0
"rn496825756","TaniaThomas","Worthing, United Kingdom","Stunning inside and out",4,"2017-06-28","Interesting visit even if you're not that into art as the building is just so incredible! Easy to wander around without a formal guide. The bistro is wonderful too.",25,"Stunning inside and out. Interesting visit even if you're not that into art as the building is just so incredible! Easy to wander around without a formal guide. The bistro is wonderful too.","positive","positive",3,0
"rn496770608","Vejavi","Tel Aviv","A must see",5,"2017-06-28","If you are travelling to Bilbao, certainly you heard about this wonderful museum. The architecture is stunning. When we were there in June, there was a temporary exhibition of end of 19th century French painters alongside many other more modern displays. It is not surprising that the mixture of the older and modern in this unique architectural setup attracts many a tourist to specially come to Bilbao to see this wonderful site.<br></p>",25,"A must see. If you are travelling to Bilbao, certainly you heard about this wonderful museum. The architecture is stunning. When we were there in June, there was a temporary exhibition of end of 19th century French painters alongside many other more modern displays. It is not surprising that the mixture of the older and modern in this unique architectural setup attracts many a tourist to specially come to Bilbao to see this wonderful site.  ","positive","positive",3,2
"rn496693851","r0wee","Asia","Spectacular landmark",4,"2017-06-27","Far and near, this Frank Gehry's designed museum does not disappoint - near the riverbank just outside of the museum are installations by big named artists that are worth visiting. Inside exhibition and permanent collection are less attractive with an expensive admission.",25,"Spectacular landmark. Far and near, this Frank Gehry's designed museum does not disappoint - near the riverbank just outside of the museum are installations by big named artists that are worth visiting. Inside exhibition and permanent collection are less attractive with an expensive admission.","positive","negative",1,2
"rn496622435","asocrates","Devon, UK","Amazing museum",5,"2017-06-27","Spent a couple of hours here and loved it. Costs <br>13 euros but only 7.50 euros for seniors, I used my Senior Railcard. It looks stunning from the outside and lots of glass and huge open spaces inside. Lots of modern artwork and sculptures to admire. <br>Definitely a must see if you visit Bilbao.",25,"Amazing museum. Spent a couple of hours here and loved it. Costs  13 euros but only 7.50 euros for seniors, I used my Senior Railcard. It looks stunning from the outside and lots of glass and huge open spaces inside. Lots of modern artwork and sculptures to admire.  Definitely a must see if you visit Bilbao.","positive","positive",6,1
"rn496413381","Ropata T","Motueka, New Zealand","Loved it",5,"2017-06-27","We loved our visit to the museum. Totally agree that the building is spectacular, but also really enjoyed the exhibitions too. The autoguidé isn't necessary, and in many ways distracts from experiencing the art. Very pleased to have had the opportunity to see this wonderful museum.",25,"Loved it. We loved our visit to the museum. Totally agree that the building is spectacular, but also really enjoyed the exhibitions too. The autoguidé isn't necessary, and in many ways distracts from experiencing the art. Very pleased to have had the opportunity to see this wonderful museum.","positive","positive",4,1
"rn496337158","westy54","Sydney","It's all about Frank Gehry's magnificently designed building. The permanent art within it is very ordinary.",5,"2017-06-26","The magnificent titanium glad Frank Gehry designed Guggenheim Museum was inaugurated in 1997 and dominates the bank on a bend in the Nervion River. From the exterior the building is a mass of different shapes, heights and angles and, on the exterior riverbank, has several art installations including a statue of a giant spider. Outside the entrance is the very colourful and large floral statue of ""Puppy"".<br><br>The interior of the building is just as impressive with a magnificent open glass, steel and stone foyer where you can look up and see the other levels. There are also some very large galleries. The largest gallery, over 130 metres long, houses the Richard Serra installation ""A Matter of Time"", which is comprised of a number of very large free standing steel structures including one called ""the snake""<br><br>Contrary to our views on the building, we found much of the artwork to be less than impressive. In fact many of the modern artworks were very ordinary. A sign in the Museum stated that their aim was to ""Assemble a collection of significant works from the mid-twentieth century to the present"" and that they were also seeking ""Large scale site specific works"". To this end there was the Serra work, a painting of multiple Marilyn Munroes by Warhol, plus works by Klein, Kiefer, Rauschenberg, Chillida plus many others. In my humble opinion all of these paled into insignificance when compared to the painting by Murillo of ""Sant Peter in Tears"" that is in the nearby Bilbao Fine Arts Museum. That Museum is well worth a look.<br><br>There was a visiting Exhibition called ""Paris, Fin de Siècle: Signac, Redon, Toulouse-Latrec and their Contemporaries"" which provided welcome relief from the modern art. A number of galleries on the second floor were also closed off as they were preparing for another visiting exhibition.<br><br>Expensive but well worth it to look at the building.",26,"It's all about Frank Gehry's magnificently designed building. The permanent art within it is very ordinary.. The magnificent titanium glad Frank Gehry designed Guggenheim Museum was inaugurated in 1997 and dominates the bank on a bend in the Nervion River. From the exterior the building is a mass of different shapes, heights and angles and, on the exterior riverbank, has several art installations including a statue of a giant spider. Outside the entrance is the very colourful and large floral statue of  Puppy .  The interior of the building is just as impressive with a magnificent open glass, steel and stone foyer where you can look up and see the other levels. There are also some very large galleries. The largest gallery, over 130 metres long, houses the Richard Serra installation  A Matter of Time , which is comprised of a number of very large free standing steel structures including one called  the snake   Contrary to our views on the building, we found much of the artwork to be less than impressive. In fact many of the modern artworks were very ordinary. A sign in the Museum stated that their aim was to  Assemble a collection of significant works from the mid-twentieth century to the present  and that they were also seeking  Large scale site specific works . To this end there was the Serra work, a painting of multiple Marilyn Munroes by Warhol, plus works by Klein, Kiefer, Rauschenberg, Chillida plus many others. In my humble opinion all of these paled into insignificance when compared to the painting by Murillo of  Sant Peter in Tears  that is in the nearby Bilbao Fine Arts Museum. That Museum is well worth a look.  There was a visiting Exhibition called  Paris, Fin de Siècle: Signac, Redon, Toulouse-Latrec and their Contemporaries  which provided welcome relief from the modern art. A number of galleries on the second floor were also closed off as they were preparing for another visiting exhibition.  Expensive but well worth it to look at the building.","positive","negative",4,12
"rn496327793","Rick R","Tucson, Arizona","Architectural Masterpiece",5,"2017-06-26","The Guggenheim has been on our bucket list for quite some time. We are big fans of the architect Frank Gehry, and we slowly but surely have visited many of his buildings. Clearly the Guggenheim did not disappoint. It was even more stunning than expected. You can fully understand why and how this architectural gem has resurrected the city of Bilbao.<br><br>Interesting enough, we met a number of people who told us not to spend the entrance fee to gain access to the museum. They suggested that the art was not worth it. We are grateful we did not listen to them. One of my favorite artists Richard Serra has a tremendous installation - ""The Matter of TIme."" Regardless of what I write will not do it justice. Just go see it!!",26,"Architectural Masterpiece. The Guggenheim has been on our bucket list for quite some time. We are big fans of the architect Frank Gehry, and we slowly but surely have visited many of his buildings. Clearly the Guggenheim did not disappoint. It was even more stunning than expected. You can fully understand why and how this architectural gem has resurrected the city of Bilbao.  Interesting enough, we met a number of people who told us not to spend the entrance fee to gain access to the museum. They suggested that the art was not worth it. We are grateful we did not listen to them. One of my favorite artists Richard Serra has a tremendous installation -  The Matter of TIme.  Regardless of what I write will not do it justice. Just go see it!!","positive","positive",6,4
"rn496037875","Daneander","Melbourne, Australia","Amazing",4,"2017-06-26","A visit to the museum is a must, so much to see. The steel constructions were interesting. The old masters were lovely to view",26,"Amazing. A visit to the museum is a must, so much to see. The steel constructions were interesting. The old masters were lovely to view","positive","positive",3,1
"rn495935915","Emil A","London, United Kingdom","Mixed thoughts ",4,"2017-06-25","I would say I loved the building from outside more than inside as the pieces of the exhibition did not appeal to me as much . The whole second floor was closed to public but this was not reflected in the price . Pieces on the third floor and particularly by Anselm Kiefer appealed to me the most .",26,"Mixed thoughts . I would say I loved the building from outside more than inside as the pieces of the exhibition did not appeal to me as much . The whole second floor was closed to public but this was not reflected in the price . Pieces on the third floor and particularly by Anselm Kiefer appealed to me the most .","positive","negative",1,3
"rn495903519","Raul S","Vancouver, Canada","Building 1, Exhibitions 0",5,"2017-06-25","Worth the visit but as many have posted, the building is the master piece in and out. No need to buy tickets ahead of time. Short lineups with many attendants. Audio included with the ticket.",26,"Building 1, Exhibitions 0. Worth the visit but as many have posted, the building is the master piece in and out. No need to buy tickets ahead of time. Short lineups with many attendants. Audio included with the ticket.","positive","positive",2,0
"rn495781703","gripfastleicester","leicester","Amazing building",4,"2017-06-25","The design of the building is awesome and stunning from all angles . <br>The art was interesting but abit to modern for us . But still worth the visit as something iconic",26,"Amazing building. The design of the building is awesome and stunning from all angles .  The art was interesting but abit to modern for us . But still worth the visit as something iconic","positive","positive",5,0
"rn495756334","caribbeanoldies","Shipston-on-Stour, United Kingdom","Fabulous",5,"2017-06-25","We're not art lovers as such, but this place is amazing. Just to experience the building is a treat in itself, we're so pleased we went there. The interactive guide/wand you're given on entry is really very good, providing a commentary if you want it but silent if you don't. Excellent.",26,"Fabulous. We're not art lovers as such, but this place is amazing. Just to experience the building is a treat in itself, we're so pleased we went there. The interactive guide/wand you're given on entry is really very good, providing a commentary if you want it but silent if you don't. Excellent.","positive","positive",5,0
