"","x"
"1874","positive"
"1875","positive"
"1876","positive"
"1877","positive"
"1878","positive"
"1879","negative"
"1880","positive"
"1881","positive"
"1882","negative"
"1883","positive"
"1884","negative"
"1885","positive"
"1886","positive"
"1887","positive"
"1888","positive"
"1889","negative"
"1890","negative"
"1891","positive"
"1892","positive"
"1893","negative"
"1894","positive"
"1895","positive"
"1896","positive"
"1897","positive"
"1898","negative"
"1899","positive"
"1900","positive"
"1901","positive"
"1902","negative"
"1903","positive"
"1904","negative"
"1905","positive"
"1906","positive"
"1907","positive"
"1908","positive"
"1909","positive"
"1910","positive"
"1911","positive"
"1912","positive"
"1913","negative"
"1914","negative"
"1915","positive"
"1916","negative"
"1917","negative"
"1918","positive"
"1919","positive"
"1920","positive"
"1921","positive"
"1922","positive"
"1923","positive"
"1924","positive"
"1925","negative"
"1926","positive"
"1927","negative"
"1928","negative"
"1929","positive"
"1930","positive"
"1931","negative"
"1932","negative"
"1933","negative"
"1934","positive"
"1935","negative"
"1936","negative"
"1937","positive"
"1938","negative"
"1939","positive"
"1940","positive"
"1941","negative"
"1942","positive"
"1943","positive"
"1944","positive"
"1945","negative"
"1946","negative"
"1947","negative"
"1948","negative"
"1949","positive"
"1950","negative"
"1951","negative"
"1952","negative"
"1953","positive"
"1954","positive"
"1955","positive"
"1956","negative"
"1957","negative"
"1958","negative"
"1959","positive"
"1960","positive"
"1961","negative"
"1962","positive"
"1963","negative"
"1964","positive"
"1965","positive"
"1966","positive"
"1967","negative"
"1968","negative"
"1969","positive"
"1970","positive"
"1971","positive"
"1972","positive"
"1973","positive"
"1974","positive"
"1975","negative"
"1976","negative"
"1977","positive"
"1978","positive"
"1979","negative"
"1980","negative"
"1981","negative"
"1982","positive"
"1983","positive"
"1984","positive"
"1985","negative"
"1986","positive"
"1987","negative"
"1988","positive"
"1989","positive"
"1990","positive"
"1991","positive"
"1992","positive"
"1993","negative"
"1994","positive"
"1995","negative"
"1996","negative"
"1997","positive"
"1998","positive"
"1999","positive"
"2000","negative"
"2001","negative"
"2002","positive"
"2003","negative"
"2004","positive"
"2005","positive"
"2006","positive"
"2007","positive"
"2008","positive"
"2009","negative"
"2010","positive"
"2011","positive"
"2012","negative"
"2013","positive"
"2014","negative"
"2015","positive"
"2016","positive"
"2017","negative"
"2018","negative"
"2019","positive"
"2020","positive"
"2021","positive"
"2022","positive"
"2023","positive"
"2024","positive"
"2025","positive"
"2026","positive"
"2027","positive"
"2028","positive"
"2029","positive"
"2030","negative"
"2031","negative"
"2032","negative"
"2033","positive"
"2034","negative"
"2035","negative"
"2036","positive"
"2037","negative"
"2038","positive"
"2039","negative"
"2040","positive"
"2041","positive"
"2042","positive"
"2043","positive"
"2044","positive"
"2045","positive"
"2046","negative"
"2047","negative"
"2048","positive"
"2049","positive"
"2050","positive"
"2051","negative"
"2052","positive"
"2053","negative"
"2054","negative"
"2055","negative"
"2056","positive"
"2057","negative"
"2058","positive"
"2059","positive"
"2060","negative"
"2061","negative"
"2062","positive"
"2063","positive"
"2064","positive"
"2065","positive"
"2066","positive"
"2067","positive"
"2068","negative"
"2069","positive"
"2070","positive"
"2071","positive"
"2072","positive"
"2073","positive"
"2074","positive"
"2075","positive"
"2076","negative"
"2077","positive"
"2078","positive"
"2079","positive"
"2080","positive"
"2081","positive"
"2082","positive"
"2083","positive"
"2084","negative"
"2085","positive"
"2086","positive"
"2087","negative"
"2088","positive"
"2089","positive"
"2090","positive"
"2091","positive"
"2092","negative"
"2093","negative"
"2094","positive"
"2095","positive"
"2096","negative"
"2097","positive"
"2098","positive"
"2099","positive"
"2100","positive"
"2101","positive"
"2102","negative"
"2103","positive"
"2104","positive"
"2105","positive"
"2106","positive"
"2107","positive"
"2108","positive"
"2109","positive"
"2110","negative"
"2111","positive"
"2112","positive"
"2113","negative"
"2114","negative"
"2115","positive"
"2116","negative"
"2117","negative"
"2118","negative"
"2119","positive"
"2120","positive"
"2121","positive"
"2122","negative"
"2123","positive"
"2124","positive"
"2125","positive"
"2126","negative"
"2127","positive"
"2128","negative"
"2129","negative"
"2130","negative"
"2131","negative"
"2132","positive"
"2133","positive"
"2134","negative"
"2135","negative"
"2136","negative"
"2137","positive"
"2138","negative"
"2139","positive"
"2140","negative"
"2141","negative"
"2142","negative"
"2143","positive"
"2144","positive"
"2145","positive"
"2146","positive"
"2147","negative"
"2148","positive"
"2149","negative"
"2150","positive"
"2151","positive"
"2152","positive"
"2153","negative"
"2154","positive"
"2155","negative"
"2156","negative"
"2157","negative"
"2158","negative"
"2159","negative"
"2160","positive"
"2161","positive"
"2162","negative"
"2163","negative"
"2164","positive"
"2165","negative"
"2166","negative"
"2167","negative"
"2168","positive"
"2169","positive"
"2170","positive"
"2171","positive"
"2172","negative"
"2173","negative"
"2174","negative"
"2175","negative"
"2176","positive"
"2177","positive"
"2178","positive"
"2179","positive"
"2180","negative"
"2181","negative"
"2182","negative"
"2183","negative"
"2184","negative"
"2185","positive"
"2186","positive"
"2187","negative"
"2188","positive"
"2189","positive"
"2190","positive"
"2191","negative"
"2192","positive"
"2193","positive"
"2194","negative"
"2195","positive"
"2196","negative"
"2197","negative"
"2198","positive"
"2199","positive"
"2200","negative"
"2201","positive"
"2202","positive"
"2203","positive"
"2204","positive"
"2205","positive"
"2206","negative"
"2207","positive"
"2208","positive"
"2209","positive"
"2210","negative"
"2211","positive"
"2212","negative"
"2213","negative"
"2214","negative"
"2215","positive"
"2216","positive"
"2217","positive"
"2218","positive"
"2219","positive"
"2220","negative"
"2221","positive"
"2222","positive"
"2223","negative"
"2224","positive"
"2225","positive"
"2226","negative"
"2227","positive"
"2228","positive"
"2229","positive"
"2230","negative"
"2231","negative"
"2232","positive"
"2233","positive"
"2234","negative"
"2235","positive"
"2236","positive"
"2237","positive"
"2238","negative"
"2239","negative"
"2240","positive"
"2241","positive"
"2242","negative"
"2243","positive"
"2244","positive"
"2245","positive"
"2246","positive"
"2247","positive"
"2248","negative"
"2249","positive"
"2250","negative"
"2251","negative"
"2252","positive"
"2253","positive"
"2254","positive"
"2255","positive"
"2256","positive"
"2257","positive"
"2258","positive"
"2259","positive"
"2260","positive"
"2261","positive"
"2262","positive"
"2263","negative"
"2264","positive"
"2265","negative"
"2266","negative"
"2267","positive"
"2268","positive"
"2269","negative"
"2270","negative"
"2271","negative"
"2272","positive"
"2273","positive"
"2274","negative"
"2275","positive"
"2276","positive"
"2277","positive"
"2278","positive"
"2279","positive"
"2280","negative"
"2281","positive"
"2282","positive"
"2283","positive"
"2284","positive"
"2285","positive"
"2286","negative"
"2287","positive"
"2288","positive"
"2289","negative"
"2290","positive"
"2291","negative"
"2292","negative"
"2293","negative"
"2294","positive"
"2295","positive"
"2296","negative"
"2297","positive"
"2298","positive"
"2299","positive"
"2300","positive"
"2301","negative"
"2302","negative"
"2303","positive"
"2304","negative"
"2305","positive"
"2306","positive"
"2307","positive"
"2308","negative"
"2309","negative"
"2310","negative"
"2311","positive"
"2312","positive"
"2313","negative"
"2314","negative"
"2315","negative"
"2316","positive"
"2317","negative"
"2318","negative"
"2319","positive"
"2320","positive"
"2321","positive"
"2322","negative"
"2323","positive"
"2324","negative"
"2325","positive"
"2326","positive"
"2327","positive"
"2328","positive"
"2329","negative"
"2330","positive"
"2331","positive"
"2332","positive"
"2333","positive"
"2334","positive"
"2335","negative"
"2336","negative"
"2337","positive"
"2338","positive"
"2339","positive"
"2340","positive"
"2341","positive"
"2342","positive"
"2343","negative"
"2344","negative"
"2345","positive"
"2346","positive"
"2347","positive"
"2348","positive"
"2349","positive"
"2350","negative"
"2351","negative"
"2352","positive"
"2353","negative"
"2354","positive"
"2355","positive"
"2356","positive"
"2357","positive"
"2358","positive"
"2359","positive"
"2360","positive"
"2361","negative"
"2362","negative"
"2363","negative"
"2364","positive"
"2365","positive"
"2366","positive"
"2367","positive"
"2368","negative"
"2369","positive"
"2370","negative"
"2371","positive"
"2372","positive"
"2373","positive"
"2374","positive"
"2375","positive"
"2376","negative"
"2377","positive"
"2378","positive"
"2379","positive"
"2380","negative"
"2381","positive"
"2382","negative"
"2383","positive"
"2384","negative"
"2385","positive"
"2386","positive"
"2387","positive"
"2388","positive"
"2389","negative"
"2390","positive"
"2391","negative"
"2392","negative"
"2393","positive"
"2394","negative"
"2395","positive"
"2396","positive"
"2397","positive"
"2398","negative"
"2399","positive"
"2400","negative"
"2401","positive"
"2402","negative"
"2403","negative"
"2404","positive"
"2405","positive"
"2406","negative"
"2407","positive"
"2408","negative"
"2409","positive"
"2410","positive"
"2411","positive"
"2412","negative"
"2413","positive"
"2414","negative"
"2415","negative"
"2416","positive"
"2417","positive"
"2418","positive"
"2419","positive"
"2420","positive"
"2421","negative"
"2422","negative"
"2423","positive"
"2424","positive"
"2425","negative"
"2426","negative"
"2427","positive"
"2428","positive"
"2429","positive"
"2430","positive"
"2431","negative"
"2432","negative"
"2433","negative"
"2434","positive"
"2435","positive"
"2436","positive"
"2437","negative"
"2438","negative"
"2439","positive"
"2440","positive"
"2441","negative"
"2442","positive"
