"","id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion"
"508","rn389118278","Koendsn","","9 reviews","The unique side of Valencia",5,2016-07-04,"This was for me - one of the top moments in Valencia. The architecture is amazing, great design with a very “spacy” futuristic look. Visit this site on a sunny day.",51,"The unique side of Valencia. This was for me - one of the top moments in Valencia. The architecture is amazing, great design with a very “spacy” futuristic look. Visit this site on a sunny day."
"509","rn388862987","joyful_holidayer","Melbourne","61 reviews","Thought we were in Valencia but felt like Dubai",3,2016-07-03,"The buildings are a stark contrast to the old town. We walked through the park and when we reached the City of the Arts and Sciences we couldn't believe we were still in Valencia. The futuristic buildings surrounded by water was quite a shock and jarred with the rest of this beautiful city",51,"Thought we were in Valencia but felt like Dubai. The buildings are a stark contrast to the old town. We walked through the park and when we reached the City of the Arts and Sciences we couldn't believe we were still in Valencia. The futuristic buildings surrounded by water was quite a shock and jarred with the rest of this beautiful city"
"510","rn388732337","Philipp B","","12 reviews","Futuristic, unique and Valencia's monument of recognition",5,2016-07-03,"Never seen something like this before. The Ciudad offers activities for everybody: museum, theatre, art gallery, innovative cinema or a location to admire the impressiveness of this example of modern architecture.",51,"Futuristic, unique and Valencia's monument of recognition. Never seen something like this before. The Ciudad offers activities for everybody: museum, theatre, art gallery, innovative cinema or a location to admire the impressiveness of this example of modern architecture."
"511","rn388686426","Gilos1","","3 reviews","City of Science",3,2016-07-03,"The science museum is a waste of time in my opinion. As I expected, these kind of museum are only awesome when inside the U.s, mostly in any other place it is children oriented and full of loud kids and kind of simple exhibit. The reason I rank it 3 and not 2 stars is because of the movie. You can pay a little bit extra and go to the movies. Its a fupl screen 180 experience. It was awesome in my opinion even though the equipment and tools are old fashioned.",52,"City of Science. The science museum is a waste of time in my opinion. As I expected, these kind of museum are only awesome when inside the U.s, mostly in any other place it is children oriented and full of loud kids and kind of simple exhibit. The reason I rank it 3 and not 2 stars is because of the movie. You can pay a little bit extra and go to the movies. Its a fupl screen 180 experience. It was awesome in my opinion even though the equipment and tools are old fashioned."
"512","rn388635648","Himadri P","","20 reviews","Avoid peak sunny hours to enjoy the buildings from outside",4,2016-07-03,"I was so excited to visit this building designed by architect Santiago Calatrava and it was impressive for sure but even at 5.00 pm the heat and glare from those white surfaces drained my energies. Night view us awesome.",52,"Avoid peak sunny hours to enjoy the buildings from outside. I was so excited to visit this building designed by architect Santiago Calatrava and it was impressive for sure but even at 5.00 pm the heat and glare from those white surfaces drained my energies. Night view us awesome."
"513","rn388575716","Kate B","","46 reviews","Better for families ",2,2016-07-02,"I think this is the kind of attraction that would be good for families with young children. I went with my husband and father and it was interesting enough but not as amazing as we'd been lead to believe. Definitely worth walking around outside the building to see the architecture and admire the structures but the inside museum wasn't really our thing.",52,"Better for families . I think this is the kind of attraction that would be good for families with young children. I went with my husband and father and it was interesting enough but not as amazing as we'd been lead to believe. Definitely worth walking around outside the building to see the architecture and admire the structures but the inside museum wasn't really our thing."
"514","rn388361592","Sanju2570","India","8 reviews","Best Science Musuem. Must Visit and Have minimum 8 Hours to Completely visit it.",5,2016-07-02,"Best Science Musuem. Must Visit and Have minimum 8 Hours to Completely visit it. Good and Amazing Facts of Science",52,"Best Science Musuem. Must Visit and Have minimum 8 Hours to Completely visit it.. Best Science Musuem. Must Visit and Have minimum 8 Hours to Completely visit it. Good and Amazing Facts of Science"
"515","rn388353739","alleapatoni","","5 reviews","architecture",4,2016-07-02,"astonishing architectures, placed at the end of a parrk that surronund the entire city. It worth for sure a visit.",52,"architecture. astonishing architectures, placed at the end of a parrk that surronund the entire city. It worth for sure a visit."
"516","rn388218151","vandorlo","Toronto, Canada","90 reviews","Very impressive modern exceptionally original arhitecture,",5,2016-07-01,"It was amazing.Modern imaginative architecture.A must to see.<br>IT consist of the opera house ,science builduing abd the aqua world.Amazing arhitecture. .",52,"Very impressive modern exceptionally original arhitecture,. It was amazing.Modern imaginative architecture.A must to see.<br>IT consist of the opera house ,science builduing abd the aqua world.Amazing arhitecture. ."
"517","rn388151970","Charlie S","","86 reviews","Bit pricy but very good",5,2016-07-01,"You need lots of energy &amp; good walking shoes. It's just a terrific place to visit. The architecture alone is jaw dropping. You can buy tickets for any one of the experiences or for all of them....we went for all of them. The Hemisphere 3D cinema experience, (butterfly film), was a nice experience &amp; very informative). Oceanogragic was the aquarium - a good one. The Science museum is enormous with lots to see &amp; play with. (A bit like the dome when it first opened). We ran out of energy before we got to the internal garden. Next time we visit Valencia we will catch it.",52,"Bit pricy but very good. You need lots of energy &amp; good walking shoes. It's just a terrific place to visit. The architecture alone is jaw dropping. You can buy tickets for any one of the experiences or for all of them....we went for all of them. The Hemisphere 3D cinema experience, (butterfly film), was a nice experience &amp; very informative). Oceanogragic was the aquarium - a good one. The Science museum is enormous with lots to see &amp; play with. (A bit like the dome when it first opened). We ran out of energy before we got to the internal garden. Next time we visit Valencia we will catch it."
"518","rn387898159","lovemusclerussell","Worcester, United Kingdom","52 reviews","Beautiful place",5,2016-06-30,"Would highly recommend a visit to Valencia but especially to this place.<br>As you can see it is lovely and has breath taking views.<br>10/10",52,"Beautiful place. Would highly recommend a visit to Valencia but especially to this place.<br>As you can see it is lovely and has breath taking views.<br>10/10"
"519","rn387852538","siebek","Lampeland, Norway","6 reviews","Amazing!",5,2016-06-30,"City of the Arts is an amazing place and one of the places you have to visit in Valencia. Beautiful buldings surrounded by clear blue water and some parks.",52,"Amazing!. City of the Arts is an amazing place and one of the places you have to visit in Valencia. Beautiful buldings surrounded by clear blue water and some parks."
"520","rn387808957","mary r","Guildford, United Kingdom","461 reviews","Amazing Architecture",5,2016-06-30,"This area is well worth a visit if you like architecture. The futuristic buildings are amazing. I couldn't stop taking photos' of them. There is a museum, aquarium, Imax etc.",52,"Amazing Architecture. This area is well worth a visit if you like architecture. The futuristic buildings are amazing. I couldn't stop taking photos' of them. There is a museum, aquarium, Imax etc."
"521","rn387696073","Cleiton O","London, United Kingdom","10 reviews","Amazing Place",4,2016-06-30,"pleasant and interesting place for all ages. With many attractions and beautiful tourist place to be seen at night as well. Some restaurants and space to enjoy the sciences and the arts.",53,"Amazing Place. pleasant and interesting place for all ages. With many attractions and beautiful tourist place to be seen at night as well. Some restaurants and space to enjoy the sciences and the arts."
"522","rn387687722","Aurel Lucian M","","20 reviews","it looks and it is the city of arts and science",5,2016-06-30,"I was with my wife in Valencia,we want to go EL MUSEO NACIONAL DE CERAMICA,but,I don't know what happend,the idiot bus conductor broght us to this side of Valencia.Whay em I seying that,?-because I saw the stupid faces maked by the inhabitants who werw in thw bus,and who were asking the busdriver about theit stations where they must to arrive.For us it wasn't important,we want to visit one day this place too.it was a sunny,warm day,so that we accept this adventure.In this place-it isn't a real town....we sow little riwers,grasslike in golf places,everything very,very clean.We saw liffle lakes ,in which childrens were commeing with their little electronical boots,adults in big plastic balls,who could pss on the water,and boots from plastic,so aranged that you had the sensation you are flouting on the water.Every one does do what he desired.They were many strange,modern constructions,you had not the tme to visit them all,but we went to visit a constraction,big like a ship.It was so constructed that you had the impresion you are realy on a boat,with places for sculptures of wellknown vaencias sculptores,yo could rest on banks made in the stule of Gaudi,you could even make a round with bicicles.on the top ,there was a garden with exotic flowers,palmes,very nice and interesting.In an other building we saw a little cinema ,which Short-50min.documentary films,and we realy try to see one about Israel and his Capitale,in a interesting 3 dimension mode.Everything translated in 6-7 international languages.. At last ,we went to see Oceanografico-a part of this""TOWN"",but it is an other story.You may go to see everything-a full day,you can reat,deik and rest thre,you will find everything you want and need.OLA.!<br></p>",53,"it looks and it is the city of arts and science. I was with my wife in Valencia,we want to go EL MUSEO NACIONAL DE CERAMICA,but,I don't know what happend,the idiot bus conductor broght us to this side of Valencia.Whay em I seying that,?-because I saw the stupid faces maked by the inhabitants who werw in thw bus,and who were asking the busdriver about theit stations where they must to arrive.For us it wasn't important,we want to visit one day this place too.it was a sunny,warm day,so that we accept this adventure.In this place-it isn't a real town....we sow little riwers,grasslike in golf places,everything very,very clean.We saw liffle lakes ,in which childrens were commeing with their little electronical boots,adults in big plastic balls,who could pss on the water,and boots from plastic,so aranged that you had the sensation you are flouting on the water.Every one does do what he desired.They were many strange,modern constructions,you had not the tme to visit them all,but we went to visit a constraction,big like a ship.It was so constructed that you had the impresion you are realy on a boat,with places for sculptures of wellknown vaencias sculptores,yo could rest on banks made in the stule of Gaudi,you could even make a round with bicicles.on the top ,there was a garden with exotic flowers,palmes,very nice and interesting.In an other building we saw a little cinema ,which Short-50min.documentary films,and we realy try to see one about Israel and his Capitale,in a interesting 3 dimension mode.Everything translated in 6-7 international languages.. At last ,we went to see Oceanografico-a part of this""TOWN"",but it is an other story.You may go to see everything-a full day,you can reat,deik and rest thre,you will find everything you want and need.OLA.!<br></p>"
"523","rn387515563","Carmen B","Ede, The Netherlands","29 reviews","Nice",4,2016-06-29,"Nice place to visit, modern, different and worthy to visit. If there is time, you can visit the Oceanografic.",53,"Nice. Nice place to visit, modern, different and worthy to visit. If there is time, you can visit the Oceanografic."
"524","rn387179447","MRexF","Exeter, United Kingdom","53 reviews","A definite must",5,2016-06-28,"That's want you call a science park. Definitely a long day to be planned to see all with no rush. A cinema, the gardens, the zoo, dolphin show and the museum of science with a multitude of interactive stations. Book it - is my advice. Tickets can be bought online and together with the travel card it gets cheaper in a bundle.",53,"A definite must. That's want you call a science park. Definitely a long day to be planned to see all with no rush. A cinema, the gardens, the zoo, dolphin show and the museum of science with a multitude of interactive stations. Book it - is my advice. Tickets can be bought online and together with the travel card it gets cheaper in a bundle."
"525","rn387129229","ArtSully","","14 reviews","Amazing Facility",5,2016-06-28,"The architecture alone is worth a visit .<br>Very good programming for children .<br>Our kids attended a weeklong Summer Camp, which was fun, active and big improvement for their<br>Spanish.",53,"Amazing Facility. The architecture alone is worth a visit .<br>Very good programming for children .<br>Our kids attended a weeklong Summer Camp, which was fun, active and big improvement for their<br>Spanish."
"526","rn387011037","RossonWyeUKDeb","Ross on Wye UK","87 reviews","Interesting in parts",3,2016-06-28,"Very attractive futuristic style buildings in a nice location. However we were disappointed wth the displays in the science building as many were not working. A disappointing visit.",53,"Interesting in parts. Very attractive futuristic style buildings in a nice location. However we were disappointed wth the displays in the science building as many were not working. A disappointing visit."
"527","rn386653656","pablo858","San Diego, California","5 reviews","Fantastico!",5,2016-06-27,"Caveat: I am an architecture buff and love Calatrava. But this mixed use group of structures is a modern classic of design. If possible try to attend a performance in the main arts auditorium which is acoustically and visually a marvelous venue. But leave some daylight time to wander the grounds and view all the structures.",53,"Fantastico!. Caveat: I am an architecture buff and love Calatrava. But this mixed use group of structures is a modern classic of design. If possible try to attend a performance in the main arts auditorium which is acoustically and visually a marvelous venue. But leave some daylight time to wander the grounds and view all the structures."
"528","rn386461896","Kealy V","Worcester, United Kingdom","36 reviews","stunning",5,2016-06-27,"Beautiful architecture. A nice place to relax, there are activities in the summer months which may have a fee. there is also bike rentals near by at reasonable prices.",53,"stunning. Beautiful architecture. A nice place to relax, there are activities in the summer months which may have a fee. there is also bike rentals near by at reasonable prices."
"529","rn386450589","John K","","12 reviews","Amazing, Futuristic Architecture ",5,2016-06-27,"You won't want to miss seeing it. Take the time to walk all-around the giant complex. There are countless photo ops.<br><br>A guided tour is best to understand its history and importance to Valencia.<br></p>",53,"Amazing, Futuristic Architecture . You won't want to miss seeing it. Take the time to walk all-around the giant complex. There are countless photo ops.<br><br>A guided tour is best to understand its history and importance to Valencia.<br></p>"
"530","rn386179894","Aksel S","Tromso, Norway","24 reviews","Meeeeeh",3,2016-06-26,"Had high expectations about this place, but I was kind of let down. A little bit too expensive, and probably mostly for children. The building is beautiful.",53,"Meeeeeh. Had high expectations about this place, but I was kind of let down. A little bit too expensive, and probably mostly for children. The building is beautiful."
"531","rn386006183","Carlos C","","19 reviews","Couples ",2,2016-06-26,"I was disappointed with the overall experience. There were too many interactive displays not working and very little to compare with if you consider the Smithsonian. It was pricey considering the experience. I would stick to the outside and take wonderful pictures but not waste money inside. Secondly it isn't safe, and you need to watch your things all the time. My pockets were picked while visiting.",54,"Couples . I was disappointed with the overall experience. There were too many interactive displays not working and very little to compare with if you consider the Smithsonian. It was pricey considering the experience. I would stick to the outside and take wonderful pictures but not waste money inside. Secondly it isn't safe, and you need to watch your things all the time. My pockets were picked while visiting."
"532","rn385844267","FCL161","","5 reviews","Stunning!",4,2016-06-25,"Incredible buildings. Wander around at night ... Beautifully lit, buzzing and stunning. Landscaping also lovely. Didn't go inside ... Next time.",54,"Stunning!. Incredible buildings. Wander around at night ... Beautifully lit, buzzing and stunning. Landscaping also lovely. Didn't go inside ... Next time."
"533","rn385589070","Reineke v","","15 reviews","Cool architecture in laid back Valencia",5,2016-06-24,"Very big and cool architectural site containing several structures, musea and a big aquarium. Also gardens, water, flowers, concerts. Teenager loved it!",54,"Cool architecture in laid back Valencia. Very big and cool architectural site containing several structures, musea and a big aquarium. Also gardens, water, flowers, concerts. Teenager loved it!"
"534","rn385537818","Kevin4806","Melbourne, Australia","109 reviews","Incredible architecture",5,2016-06-24,"Easy parking underground right in the complex. The architecture of the buildings and the bridge are excellent. The shallow water surrounding the buildings act like an aircon on warm days and there is plenty of shade. The Science museum is great value and the space exploration exhibit is well worth experiencing. Very nice cafe and shop and very helpful staff. Did not go to the Aquarium this visit due to time constraints but would like to have gone back after a brilliant visit last trip.<br></p>",54,"Incredible architecture. Easy parking underground right in the complex. The architecture of the buildings and the bridge are excellent. The shallow water surrounding the buildings act like an aircon on warm days and there is plenty of shade. The Science museum is great value and the space exploration exhibit is well worth experiencing. Very nice cafe and shop and very helpful staff. Did not go to the Aquarium this visit due to time constraints but would like to have gone back after a brilliant visit last trip.<br></p>"
"535","rn385536294","travelinandout11","Beverwijk, The Netherlands","50 reviews","Interesting",4,2016-06-24,"I thought it will be very boring but it was really interesting. Its definitely worth for the money and many interesting stuff you can try out. Only to bad the dinosaurs part wasnt able to open yet!",54,"Interesting. I thought it will be very boring but it was really interesting. Its definitely worth for the money and many interesting stuff you can try out. Only to bad the dinosaurs part wasnt able to open yet!"
"536","rn385515929","Hazel E","Beniarbeig, Spain","8 reviews","Very disappointing",1,2016-06-24,"Building is amazing but have to agree with several other comments about the non functioning interactive exhibits. We even had to try 3 vending machines to buy a bottle of water!! The most interesting thing we saw were the harnessed window cleaners doing the outside Windows.",54,"Very disappointing. Building is amazing but have to agree with several other comments about the non functioning interactive exhibits. We even had to try 3 vending machines to buy a bottle of water!! The most interesting thing we saw were the harnessed window cleaners doing the outside Windows."
"537","rn385512175","summerfun81","Perth","215 reviews","Amazing buildings",5,2016-06-24,"What a sight to see as you walk along the river bed. These buildings are fantastic very clean and well kept.",54,"Amazing buildings. What a sight to see as you walk along the river bed. These buildings are fantastic very clean and well kept."
"538","rn385363544","grafran","Hampshire, UK","377 reviews","Wonderfully stylish",5,2016-06-23,"This relatively newly developed part of the city is very attractive, with some extremely interesting, elegant architecture.<br>The designers have made excellent use of water, following the Arab tradition often found in Spain",54,"Wonderfully stylish. This relatively newly developed part of the city is very attractive, with some extremely interesting, elegant architecture.<br>The designers have made excellent use of water, following the Arab tradition often found in Spain"
"539","rn385259336","YelizavetaYR","New York","120 reviews","Creative, Expensive But Worth a visit.",4,2016-06-23,"Married to an Architect we had to come see the City of Arts and Sciences, and pay tribute to Calatrava's masterful work (that I hear bankrupts most cities). With that out of the way, it really is awe inspiring. Seeing all the buildings/structures as a whole its quite impressive. We purchased tickets to only go inside the science museum and the aquarium but we walked around the other buildings, bridges and just marveled at the creativity. Not knowing any architecture myself, I walked away from this just with the thought that its nice when people/artists think outside the box. With that said, too bad it cost the city so much!",54,"Creative, Expensive But Worth a visit.. Married to an Architect we had to come see the City of Arts and Sciences, and pay tribute to Calatrava's masterful work (that I hear bankrupts most cities). With that out of the way, it really is awe inspiring. Seeing all the buildings/structures as a whole its quite impressive. We purchased tickets to only go inside the science museum and the aquarium but we walked around the other buildings, bridges and just marveled at the creativity. Not knowing any architecture myself, I walked away from this just with the thought that its nice when people/artists think outside the box. With that said, too bad it cost the city so much!"
"540","rn385249371","knize1","london","113 reviews","Stunning",5,2016-06-23,"The Bilbao Guggenheim of Valencia! Absolutely stunning architecture in a peaceful park. A must visit (no need to go inside - just enjoy it!!)",54,"Stunning. The Bilbao Guggenheim of Valencia! Absolutely stunning architecture in a peaceful park. A must visit (no need to go inside - just enjoy it!!)"
"541","rn385174333","Gary W","Dublin, Ireland","364 reviews","Very futuristic",4,2016-06-23,"The City of Arts and Sciences looks very futuristic and you can get some fantastic pictures while you are here. I enjoyed walked along the old river bed and seeing the various buildings appear before me like space ships. There is not a lot to see in many of the buildings. We were headed to the Oceanografic which is the final building in the comp[lex spo we passed them all.",55,"Very futuristic. The City of Arts and Sciences looks very futuristic and you can get some fantastic pictures while you are here. I enjoyed walked along the old river bed and seeing the various buildings appear before me like space ships. There is not a lot to see in many of the buildings. We were headed to the Oceanografic which is the final building in the comp[lex spo we passed them all."
"542","rn385029665","Semia","Rotterdam","4 reviews","Felt the future :)",4,2016-06-22,"Really amazing to see those kind of buildings, that huge. The area is easy to reach, nice parking lot at Carrefour, first few hours free but then you have to show receipt of your shopping € 20 worth. You can measure some statistics by standing on a plate, raising your hand and your shadow pointing the hour of the day :D For me it was a great experience with my partner. Then we drove the car to the center and annoyed the rest of Valencia.. I love Spain :D",55,"Felt the future :). Really amazing to see those kind of buildings, that huge. The area is easy to reach, nice parking lot at Carrefour, first few hours free but then you have to show receipt of your shopping € 20 worth. You can measure some statistics by standing on a plate, raising your hand and your shadow pointing the hour of the day :D For me it was a great experience with my partner. Then we drove the car to the center and annoyed the rest of Valencia.. I love Spain :D"
"543","rn384898764","Jenniferbee","Dublin, Ireland","28 reviews","Stunning!!",5,2016-06-22,"The City of Arts and Sciences is just the most stunning collection of buildings surrounded by clear blue pools. The architecture is SO interesting - the play of light and shade is beautiful ( especially if you enjoy photography) and lit up at night it offers a whole new 'face'.",55,"Stunning!!. The City of Arts and Sciences is just the most stunning collection of buildings surrounded by clear blue pools. The architecture is SO interesting - the play of light and shade is beautiful ( especially if you enjoy photography) and lit up at night it offers a whole new 'face'."
"544","rn384845631","NikhilDubey","Bhopal, Madhya Pradesh, India","8 reviews","Wastage of Time and Money....",1,2016-06-22,"Please dont go and save your money as well as time....over priced and no exciting invention is in there....",55,"Wastage of Time and Money..... Please dont go and save your money as well as time....over priced and no exciting invention is in there...."
"545","rn384815892","Gary M","Longnor, United Kingdom","382 reviews","Visually Stunning",5,2016-06-22,"Didn't have time to visit the exhibitions but my goodness the exterior of this place takes your breath away.Its what you expected the future to look like when you were a kid (I'm 51).A must see and the walk there isn't bad either.",55,"Visually Stunning. Didn't have time to visit the exhibitions but my goodness the exterior of this place takes your breath away.Its what you expected the future to look like when you were a kid (I'm 51).A must see and the walk there isn't bad either."
"546","rn384626690","valericac","Constanta, Romania","87 reviews","impressive outside but notimpressive inside",3,2016-06-21,"there are some learning experience but they have different schedule and you have to pay extra. not so impressive like others museums of Sciences",55,"impressive outside but notimpressive inside. there are some learning experience but they have different schedule and you have to pay extra. not so impressive like others museums of Sciences"
"547","rn384263861","MGmg2015","Haifa District, Israel","33 reviews","Architecturally amazing place with a lot of facilities, but a lot of the scientific experiences didn't work... ",3,2016-06-20,"We have been as a family in the city of Arts and Sciences for several hours. The building architecture is amazing! The exhibitions in some and some cases were not well main tend and needs real fixing. For children who are interested in science and art its a good place, but we were disappointed from the lack of maintenance.<br>The food possibilities are good, the gift shop is not as expected in such an attraction.",55,"Architecturally amazing place with a lot of facilities, but a lot of the scientific experiences didn't work... . We have been as a family in the city of Arts and Sciences for several hours. The building architecture is amazing! The exhibitions in some and some cases were not well main tend and needs real fixing. For children who are interested in science and art its a good place, but we were disappointed from the lack of maintenance.<br>The food possibilities are good, the gift shop is not as expected in such an attraction."
"548","rn384201778","EvdWRotterdam","Rotterdam","123 reviews","This complex is part of an exceptional architectural creation.",5,2016-06-20,"Wonderful experience, walking between highly innovative architecture. Don't miss the guided tour of the opera building. A delight for photographers.",55,"This complex is part of an exceptional architectural creation.. Wonderful experience, walking between highly innovative architecture. Don't miss the guided tour of the opera building. A delight for photographers."
"549","rn384156816","Kala16","Mumbai (Bombay), India","22 reviews","Must-see",5,2016-06-20,"You need a complete day to do justice to this place. The #D shows and the exhibits are mindblowing. Kids will love it.",55,"Must-see. You need a complete day to do justice to this place. The #D shows and the exhibits are mindblowing. Kids will love it."
"550","rn384043826","Br0u","Montréal, Québec","11 reviews","Nice for family ",3,2016-06-19,"Was with my girlfriend, expected a bit more, turned out to be a little superficial . Seems more geared for families or kids .",55,"Nice for family . Was with my girlfriend, expected a bit more, turned out to be a little superficial . Seems more geared for families or kids ."
"551","rn384033147","DDonSco","Milngavie, United Kingdom","92 reviews","Spectacular contemporary development",5,2016-06-19,"This area is well worth a visit. Great use of light catching materials including water. On the fringe - coterminous with - the old city centre of Valencia with walking and cycling paths and extensive greenery near by. Very clever development.",56,"Spectacular contemporary development. This area is well worth a visit. Great use of light catching materials including water. On the fringe - coterminous with - the old city centre of Valencia with walking and cycling paths and extensive greenery near by. Very clever development."
"552","rn383963025","Ptat14","Pune, India","32 reviews","Not for non spanish tourists",1,2016-06-19,"Visited in January which is not the peak of tourist season and lot of attractions were closed or non functional. Most of the workshops are on during school holidays and a few which were conducted were all in Spanish. Most of the exhibits are spanish and for non spanish tourists its a waste of time and money. You can spend time at the oceanographic or IMAX and u won't miss much by skipping this place. The building is quite impressive though so can definitely spend time outside!",56,"Not for non spanish tourists. Visited in January which is not the peak of tourist season and lot of attractions were closed or non functional. Most of the workshops are on during school holidays and a few which were conducted were all in Spanish. Most of the exhibits are spanish and for non spanish tourists its a waste of time and money. You can spend time at the oceanographic or IMAX and u won't miss much by skipping this place. The building is quite impressive though so can definitely spend time outside!"
"553","rn383891624","ABiswas2016","Eindhoven, The Netherlands","92 reviews","Mind blowing Architecture",5,2016-06-19,"One of a kind architecture, must visit if you are in Valencia. Futuristic design and massive buildings. looks like you are in a stage of Sci-Fi movie.",56,"Mind blowing Architecture. One of a kind architecture, must visit if you are in Valencia. Futuristic design and massive buildings. looks like you are in a stage of Sci-Fi movie."
"554","rn383687486","Bob B","Shanghai","6 reviews","Don't waste your time or money",1,2016-06-18,"Many of the interactive exhibits broken. No real theme or attempt to educate. A random selection of badly curated nonsense. Building is great but this place is terrible especially when compared to London.",56,"Don't waste your time or money. Many of the interactive exhibits broken. No real theme or attempt to educate. A random selection of badly curated nonsense. Building is great but this place is terrible especially when compared to London."
"555","rn383565281","Classy G","New York City, New York","7 reviews","Absolutely stunning architecture ",5,2016-06-18,"This place is absolutely amazing. You get to walk or ride along the park which is huge. The architecture and nature around is absolutely gorgeous with great energy!",56,"Absolutely stunning architecture . This place is absolutely amazing. You get to walk or ride along the park which is huge. The architecture and nature around is absolutely gorgeous with great energy!"
"556","rn383550168","692linz","Singapore, Singapore","604 reviews","Picturesque Valencia",5,2016-06-17,"Few of the very beautiful architectures have seen. Really looks like a space centre.<br><br>Was a perfect sunny day, the reflection on the water really appeared walking out of a postcard. 40 minutes to really enjoy unlimited pictures taken on site.<br><br>Totally picturesque. Thumbs up! Must see when I'm Valencia.",56,"Picturesque Valencia. Few of the very beautiful architectures have seen. Really looks like a space centre.<br><br>Was a perfect sunny day, the reflection on the water really appeared walking out of a postcard. 40 minutes to really enjoy unlimited pictures taken on site.<br><br>Totally picturesque. Thumbs up! Must see when I'm Valencia."
"557","rn383477383","ALSIM33","New York, NY","66 reviews","Amazing",5,2016-06-17,"The Calatrava Complex is truly impressive. Paid two visits to the area one during the day and the second during the evening. Absolutely spectacular!",56,"Amazing. The Calatrava Complex is truly impressive. Paid two visits to the area one during the day and the second during the evening. Absolutely spectacular!"
"558","rn383405295","YSF1307","London, United Kingdom","109 reviews","A prime location just to hand around and enjoy the amazing architecture",4,2016-06-17,"You feel like in a futuristic city where shapes are completely out of the ordinary. this is a must see site even if you do not enter the museum.",56,"A prime location just to hand around and enjoy the amazing architecture. You feel like in a futuristic city where shapes are completely out of the ordinary. this is a must see site even if you do not enter the museum."
"559","rn383265174","Annemarie D","Cavan, Cavan, Ireland","49 reviews","Friendly",4,2016-06-16,"Valencia is a fine city with plenty to see and do. As a family of 6 with kids from 13 to 22 we needed variety as we are not a beach type family. <br>We travelled using the metro which was cheap,easy to use and perfect for where we wanted to go<br>We did the usual tourist spots like Oceana graphic, old city and Malvarossa <br>We travelled to Aquopolis in Cullera and lots of shopping in the city so everyone was happy. We found people friendly and happy to please (not as big an English speaking area compared to other regions in Spain)but we never were stuck!!!<br>Would love to go back to explore the city more (sans kids!!!!) Food/drink not expensive (supermarket wines start at 99c and 12 pack beer @ 25c a can and very tasty!!)<br>The only down side is the amount of graffiti makes the city look poorly",56,"Friendly. Valencia is a fine city with plenty to see and do. As a family of 6 with kids from 13 to 22 we needed variety as we are not a beach type family. <br>We travelled using the metro which was cheap,easy to use and perfect for where we wanted to go<br>We did the usual tourist spots like Oceana graphic, old city and Malvarossa <br>We travelled to Aquopolis in Cullera and lots of shopping in the city so everyone was happy. We found people friendly and happy to please (not as big an English speaking area compared to other regions in Spain)but we never were stuck!!!<br>Would love to go back to explore the city more (sans kids!!!!) Food/drink not expensive (supermarket wines start at 99c and 12 pack beer @ 25c a can and very tasty!!)<br>The only down side is the amount of graffiti makes the city look poorly"
"560","rn383060700","Patersoneditha","Manila","53 reviews","Excellent!!!!",5,2016-06-16,"This is a very beautiful center complex which is better than (with apologies) to Sydney Opera House. The architect of the buildings are really futuristic and the symbolisms are wonderful. Never thought that this is going to be THIS BEAUTIFUL.",56,"Excellent!!!!. This is a very beautiful center complex which is better than (with apologies) to Sydney Opera House. The architect of the buildings are really futuristic and the symbolisms are wonderful. Never thought that this is going to be THIS BEAUTIFUL."
"561","rn382821006","rebe034","Valencia, Spain","260 reviews","Bountiful !",5,2016-06-15,"All this park is the only important thing to see if you can make it.<br>The arts is for all family and you will find that it was interesting for adults has well.<br>I recomend to do all the things in 24 hours.",57,"Bountiful !. All this park is the only important thing to see if you can make it.<br>The arts is for all family and you will find that it was interesting for adults has well.<br>I recomend to do all the things in 24 hours."
"562","rn382802436","foodie1440","Boca Raton, Florida","119 reviews","Interesting and fun",5,2016-06-15,"My son wanted to go here. It's interesting and fun especially for kids. One exhibition was for Nicola Tesla and it was very cool. When we left the kids went inside the plastic bubbles at the pool ( not included in ticket price lol), they had a blast.",57,"Interesting and fun. My son wanted to go here. It's interesting and fun especially for kids. One exhibition was for Nicola Tesla and it was very cool. When we left the kids went inside the plastic bubbles at the pool ( not included in ticket price lol), they had a blast."
"563","rn382682931","Sebastian M","Hagen, Germany","5 reviews","It's a must do",5,2016-06-15,"It was my first visit to Valencia and I wasn't sure about coming. The guys from Nomads Spain recommended it and I must say that it's really worth the visit. <br><br>It's an area full of interesting architecture, perfect for lots of nice pics. Tomorrowland was filmed here. <br>Regarding the museums, L'Oceanografic is by far the best part to visit, if you need to choose only one.",57,"It's a must do. It was my first visit to Valencia and I wasn't sure about coming. The guys from Nomads Spain recommended it and I must say that it's really worth the visit. <br><br>It's an area full of interesting architecture, perfect for lots of nice pics. Tomorrowland was filmed here. <br>Regarding the museums, L'Oceanografic is by far the best part to visit, if you need to choose only one."
"564","rn382636624","Chyasiromair o","","13 reviews","Best ",5,2016-06-15,"One of the best place to visit in Valencia. <br>You can have some historic information about titanic. A place with great opportunity to have some pictures.",57,"Best . One of the best place to visit in Valencia. <br>You can have some historic information about titanic. A place with great opportunity to have some pictures."
