"id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion","SentimentValue","SentimentCore","pos","neg"
"rn391070713","anabellepaulino","Miami, Florida","166 reviews","Go now before it closes! Don't overthink - go !",5,"2016-07-10","Before it is no longer available - and potentially moved to Andorra or somewhere else for a private collection - go see great classic pieces - this is one of the most recognized collections owned by 1 family! Also took a couple of hours to make it through this one - stop only at what calls your attention or you won't make it to the end. Make sure to get the audio piece- if you are smart - bring you earphones so you can plug into the audio piece.",68,"Go now before it closes! Don't overthink - go !. Before it is no longer available - and potentially moved to Andorra or somewhere else for a private collection - go see great classic pieces - this is one of the most recognized collections owned by 1 family! Also took a couple of hours to make it through this one - stop only at what calls your attention or you won't make it to the end. Make sure to get the audio piece- if you are smart - bring you earphones so you can plug into the audio piece.","positive","positive",2,1
"rn391070322","YorkshireTwig","Yorkshire","223 reviews","Probably not the Prado - but definitely worth a vsit",4,"2016-07-10","You could wander here for hours, There are some superb pieces, but also a lot of stuff that didn't suit my taste. But please go - it's should be a Madrid essential. Whilst probably not as good as the Prado for the heavy duty stuff there;'s plenty to see that you'll enjoy.",68,"Probably not the Prado - but definitely worth a vsit. You could wander here for hours, There are some superb pieces, but also a lot of stuff that didn't suit my taste. But please go - it's should be a Madrid essential. Whilst probably not as good as the Prado for the heavy duty stuff there;'s plenty to see that you'll enjoy.","positive","positive",3,0
"rn390867108","Betera","New York","120 reviews","Wow--what a nice surprise!",5,"2016-07-09","We were so delighted with our lunch at the glass-walled cafeteria of the Thyssen museum. You walk down a ramp at one extreme of the building (I think we had to exit the building) and come upon this large, airy room with sunlight pouring in. We had sandwiches listed at $3.50 each so we expected miniscule portions. Oh no. Nice sized bocadillos (on what Americans would call French or Italian bread) were delicious, and came with chips as well. A bottle of water rounded out the meal and we paid about $5 each for a really nice lunch. I'm from Manhattan so the price and quality were quite unexpected, but even my Valencian friend was impressed. Sorry I didn't take a photo to go with this review, but honestly, it was a find.",69,"Wow--what a nice surprise!. We were so delighted with our lunch at the glass-walled cafeteria of the Thyssen museum. You walk down a ramp at one extreme of the building (I think we had to exit the building) and come upon this large, airy room with sunlight pouring in. We had sandwiches listed at $3.50 each so we expected miniscule portions. Oh no. Nice sized bocadillos (on what Americans would call French or Italian bread) were delicious, and came with chips as well. A bottle of water rounded out the meal and we paid about $5 each for a really nice lunch. I'm from Manhattan so the price and quality were quite unexpected, but even my Valencian friend was impressed. Sorry I didn't take a photo to go with this review, but honestly, it was a find.","positive","positive",6,3
"rn390748468","Robert B","Saratoga Springs, New York","128 reviews","Always Visit the Thyssen!!!!",5,"2016-07-09","Constant Companion and I always visit the Museo Thyssen-Bornemisza when in Madrid. Our most recent visit was to view the EXCELLENT Exhibit ""Wyeth: Andrew and Jamie in the Studio"" which was done in conjunction with Denver Art Museum. This was the first European retrospective of the Wyeth's and is now closed but a very good virtual tour is still available on the Thyssen website. Following our Wyeth tour we re-visited some of our favorite Fauvist and German Expressionist works which the Thyssen is famous for displaying! Note that there is a reduced Senior Rate for entrance and also free evenings. Check the website for specifics.",69,"Always Visit the Thyssen!!!!. Constant Companion and I always visit the Museo Thyssen-Bornemisza when in Madrid. Our most recent visit was to view the EXCELLENT Exhibit  Wyeth: Andrew and Jamie in the Studio  which was done in conjunction with Denver Art Museum. This was the first European retrospective of the Wyeth's and is now closed but a very good virtual tour is still available on the Thyssen website. Following our Wyeth tour we re-visited some of our favorite Fauvist and German Expressionist works which the Thyssen is famous for displaying! Note that there is a reduced Senior Rate for entrance and also free evenings. Check the website for specifics.","positive","negative",2,3
"rn390555898","BFK123","Santa Rosa, California, United States","120 reviews","Big",5,"2016-07-08","Don't do this museum the same day as the Prada. This museum has lots of 15, 16, 17 and 18 century art...way more than can be seen in a day.",69,"Big. Don't do this museum the same day as the Prada. This museum has lots of 15, 16, 17 and 18 century art...way more than can be seen in a day.","positive","neutral",1,1
"rn390375836","David R","Acton, Massachusetts","68 reviews","And then, across from the Prado...",5,"2016-07-08","There's the Thyssen! More great art, from a private collection, this time. Many different schools of art, arranged by country and period, as well as style. A huge impressionist collection, anchored by lesser works of Monet and Degas, but lots of great paintings by lesser known practitioners. <br><br>Also a wonderful collection of Dutch masters, and Italian school. I was able to see the Caravaggio exhibit, which had his work, as well as that of artists he influenced. Again, worth the time.<br><br></p>",69,"And then, across from the Prado.... There's the Thyssen! More great art, from a private collection, this time. Many different schools of art, arranged by country and period, as well as style. A huge impressionist collection, anchored by lesser works of Monet and Degas, but lots of great paintings by lesser known practitioners.   Also a wonderful collection of Dutch masters, and Italian school. I was able to see the Caravaggio exhibit, which had his work, as well as that of artists he influenced. Again, worth the time.   ","positive","positive",7,0
"rn390077780","Rob d","Deurne","76 reviews","vast collection",4,"2016-07-07","Museum Thyssen has a vast collection of paintings from late Middle Ages up to the start of the 20th century. All paintings are well exposed in a beautiful building. A cool oasis in the middle of a hot Madrid summer.",69,"vast collection. Museum Thyssen has a vast collection of paintings from late Middle Ages up to the start of the 20th century. All paintings are well exposed in a beautiful building. A cool oasis in the middle of a hot Madrid summer.","positive","positive",2,1
"rn390006391","olegtaran","Kiev, Ukraine","43 reviews","Great collection",5,"2016-07-07","There is no separate tickets to temporary expositions :(<br>There are only 7 masterpieses of Caravaggio on temporary excibition ""Caravaggio and the Painters of the North""",69,"Great collection. There is no separate tickets to temporary expositions :( There are only 7 masterpieses of Caravaggio on temporary excibition  Caravaggio and the Painters of the North ","positive","neutral",1,1
"rn389804667","chili-ili","Washington DC, District of Columbia","20 reviews","Art through the ages",4,"2016-07-06","This private museum is set up in mostly a chronological order. It was nice to go through and see the progression of art and was very interesting for my daughter to get a feel for what inspired what.",69,"Art through the ages. This private museum is set up in mostly a chronological order. It was nice to go through and see the progression of art and was very interesting for my daughter to get a feel for what inspired what.","positive","positive",2,0
"rn389788743","andreagabriele","Sweden","2 reviews","My new favorit - all time high",5,"2016-07-06","I choose this museum because I'm mostly intrested in impressionism and expressionism. From room 30 uppwards I could hardly believe my eyes. Maybe because they filled with tears. The most serene Munch painting as a contrast to what is best known av him, wonderfull pictures av both Kandinsky and Munther, members of Der blaue Reiter, the latter (Munther) underestimated in her days. And so on. I just marvelled.<br>The accessability for disabled people was good (we didn't use the toilettes, so we can't judge those.)",69,"My new favorit - all time high. I choose this museum because I'm mostly intrested in impressionism and expressionism. From room 30 uppwards I could hardly believe my eyes. Maybe because they filled with tears. The most serene Munch painting as a contrast to what is best known av him, wonderfull pictures av both Kandinsky and Munther, members of Der blaue Reiter, the latter (Munther) underestimated in her days. And so on. I just marvelled. The accessability for disabled people was good (we didn't use the toilettes, so we can't judge those.)","positive","negative",1,4
"rn389771926","Pedrogszalay","Roanoke","11 reviews","Caravaggio ",5,"2016-07-06","Beautiful building !!!!! <br>Nice staff in ticketing place . Well displayed the arts . Exquisite arts of Caravaggio paintings .<br></p>",69,"Caravaggio . Beautiful building !!!!!  Nice staff in ticketing place . Well displayed the arts . Exquisite arts of Caravaggio paintings .  ","positive","positive",2,1
"rn389763826","RDTurnerATX","Austin, Texas","6 reviews","Monday's are free",5,"2016-07-06","Defiantly do on a Monday between 12pm - 4pm, it's free!!! Check website to confirm, not certain how long the offer is in effect.",69,"Monday's are free. Defiantly do on a Monday between 12pm - 4pm, it's free!!! Check website to confirm, not certain how long the offer is in effect.","positive","negative",0,1
"rn389762679","fries1234","Zandhoven, Belgium","16 reviews","Amazing museum",5,"2016-07-06","The museum is very nice with wonderfull pieces of paintings from several old Masters. You can visit in half a day if you want. The cafe outside is nice to sit with reasonable priced drinks and sandwiches. You can exit the museum and continue later if you want. A place you must visit if you like ancient paintings.",70,"Amazing museum. The museum is very nice with wonderfull pieces of paintings from several old Masters. You can visit in half a day if you want. The cafe outside is nice to sit with reasonable priced drinks and sandwiches. You can exit the museum and continue later if you want. A place you must visit if you like ancient paintings.","positive","positive",3,1
"rn389729992","Aleks S","London, United Kingdom","13 reviews","Lovely museum, spacious and varied",5,"2016-07-06","Would recommend for any art lover as well as a must go for anyone visiting the city. Varied art so there is something for everyone. Pay a small fee to go in, gets a bit more expensive for specific exhibitions but the main exhibits are great.",70,"Lovely museum, spacious and varied. Would recommend for any art lover as well as a must go for anyone visiting the city. Varied art so there is something for everyone. Pay a small fee to go in, gets a bit more expensive for specific exhibitions but the main exhibits are great.","positive","positive",4,0
"rn389577784","DPGumby","Scotland","36 reviews","A Delightful Art Gallery",4,"2016-07-05","An excellent gallery, and collection of art work. the impressionist art work was well worth the entry fee. We went at the back of 4pm and were there for 3 hours. If you like art - include this in your itinary for a visit to Madrid. It beats the Prada hands down.",70,"A Delightful Art Gallery. An excellent gallery, and collection of art work. the impressionist art work was well worth the entry fee. We went at the back of 4pm and were there for 3 hours. If you like art - include this in your itinary for a visit to Madrid. It beats the Prada hands down.","positive","neutral",2,2
"rn389524787","chicg","Chicago, Illinois","3 reviews","Great, smaller size museum",5,"2016-07-05","I was only in Madrid for a few days and having already been to many larger museums, I felt some of the others were too big and not the best use of my time (for my interests) while in Madrid. I love impressionist art and found the Thyssen-Bornemisza museum to be the perfect size to explore, doesn't break the travel budget and was filled with lovely paintings including many impressionist pieces for those that love Monet, Renoir, Degas, etc.",70,"Great, smaller size museum. I was only in Madrid for a few days and having already been to many larger museums, I felt some of the others were too big and not the best use of my time (for my interests) while in Madrid. I love impressionist art and found the Thyssen-Bornemisza museum to be the perfect size to explore, doesn't break the travel budget and was filled with lovely paintings including many impressionist pieces for those that love Monet, Renoir, Degas, etc.","positive","positive",3,1
"rn389443732","Fabian735","London, United Kingdom","113 reviews","Superb collection.",5,"2016-07-05","Beautiful art gallery which is very user friendly. On a hot June day it wasn't at all crowded. The art is very well spaced and the lay out and directions are clear. Contains predominantly modern art, in particular, the impressionists. Reduced entry for seniors on production of passport.",70,"Superb collection.. Beautiful art gallery which is very user friendly. On a hot June day it wasn't at all crowded. The art is very well spaced and the lay out and directions are clear. Contains predominantly modern art, in particular, the impressionists. Reduced entry for seniors on production of passport.","positive","neutral",2,2
"rn389402878","emmkay42","London, United Kingdom","4 reviews","Thyssen Bornemisza Museum",5,"2016-07-05","This is one of the best art galleries in Madrid. It is centrally situated and no queues! Spacious and cool with fabulous paintings to see. Cafe also was quick and food delicious.",70,"Thyssen Bornemisza Museum. This is one of the best art galleries in Madrid. It is centrally situated and no queues! Spacious and cool with fabulous paintings to see. Cafe also was quick and food delicious.","positive","positive",4,1
"rn389310913","berna57","Javea, Spain","357 reviews","A MUST DO",5,"2016-07-05","Picasso, Goya, Caravaggio ... and more! Amazing museum ... but even more amazing is that on Mondays it is free of charge all day!",70,"A MUST DO. Picasso, Goya, Caravaggio ... and more! Amazing museum ... but even more amazing is that on Mondays it is free of charge all day!","positive","positive",2,1
"rn389280170","Keith781","Bothwell, Australia","61 reviews","A highlight of a visit to Madrid",5,"2016-07-05","Madrid is world renowned for its three Art Museos - Prado, Sofia and Thyssen. On a previous visit to Madrid we had visited two but this time it was Thyssen. You cannot take it all in, in an extended visit. Just take time to focus on the areas that attract and let it wash over you, whether you are an expert or someone open to experiences of the moment. Highly recommended - it is free entry Mondays from 12 noon to 4pm sponsored by Mastercard.",70,"A highlight of a visit to Madrid. Madrid is world renowned for its three Art Museos - Prado, Sofia and Thyssen. On a previous visit to Madrid we had visited two but this time it was Thyssen. You cannot take it all in, in an extended visit. Just take time to focus on the areas that attract and let it wash over you, whether you are an expert or someone open to experiences of the moment. Highly recommended - it is free entry Mondays from 12 noon to 4pm sponsored by Mastercard.","positive","positive",3,2
"rn389075924","Oscar O","Ramat HaSharon, Tel Aviv, Israel","69 reviews","My preferred museum in Madrid",5,"2016-07-04","Very easy to visit with broad clear spaces and a great collection. From Middle Ages to Moderns. Right now a great Caravaggio exhibition. They are ver friendly but as usual the personal is weak in English.",70,"My preferred museum in Madrid. Very easy to visit with broad clear spaces and a great collection. From Middle Ages to Moderns. Right now a great Caravaggio exhibition. They are ver friendly but as usual the personal is weak in English.","positive","positive",3,2
"rn389053776","lesliebauman","Seattle, Washington","505 reviews","Visiting collection was Caravaggio...excellent.",4,"2016-07-04","Permanent collection is alot of great works but you need to plan out what you want to see as it can be overwhelming with 1600 works. Audio is a must. Definitely worth a visit and the cafe after is also excellent. Highly recommend while in Madrid.",70,"Visiting collection was Caravaggio...excellent.. Permanent collection is alot of great works but you need to plan out what you want to see as it can be overwhelming with 1600 works. Audio is a must. Definitely worth a visit and the cafe after is also excellent. Highly recommend while in Madrid.","positive","positive",7,0
"rn388858232","Ken J","","19 reviews","Wow",5,"2016-07-03","I am not an art lover per se but from what my limited education was back in high school regarding art I did recognize many famous names. This place is wonderful. I could not believe the quality and quantity and range of art displayed here. I was most pleased that I had the opportunity to visit such an art museum.",71,"Wow. I am not an art lover per se but from what my limited education was back in high school regarding art I did recognize many famous names. This place is wonderful. I could not believe the quality and quantity and range of art displayed here. I was most pleased that I had the opportunity to visit such an art museum.","positive","positive",5,1
"rn388823487","Duh C","Phoenix, Arizona","7 reviews","Absolutely fantastic",5,"2016-07-03","Please go to this museum.It has some of the most famous artists works. I enjoyed this museum more than the Prado. It has classics and contemporary artists. Andrew Wyeth exhibit is a temporary exhibit.",71,"Absolutely fantastic. Please go to this museum.It has some of the most famous artists works. I enjoyed this museum more than the Prado. It has classics and contemporary artists. Andrew Wyeth exhibit is a temporary exhibit.","positive","positive",5,0
"rn388612423","suenosdeMexico","Alexandria, VA","44 reviews","Favorite Museum in Madrid",5,"2016-07-03","What a wonderful collection and beautifully curated. The paintings are grouped in salon by period, allowing you to cruise through periods that may not be your favorites and focus on the well-known paintings from that time. Then, you can easily enjoy the periods you like in more detail.<br><br>First time ever for me, I spent the entire day in a museum; from 11 am to closing at 7 pm. Which brings me to another good feature of the museum - its cafe/restaurant. What a pleasant place to take a break. I wasn't expecting anything special of the food front and was pleasantly surprised with the fresh fish dish with nettle sauce and decent wine. We returned to have dessert later.<br><br>Thank you to the couple that collected and sold or loaned the art-work and to the government that built and maintains the museum.",71,"Favorite Museum in Madrid. What a wonderful collection and beautifully curated. The paintings are grouped in salon by period, allowing you to cruise through periods that may not be your favorites and focus on the well-known paintings from that time. Then, you can easily enjoy the periods you like in more detail.  First time ever for me, I spent the entire day in a museum; from 11 am to closing at 7 pm. Which brings me to another good feature of the museum - its cafe/restaurant. What a pleasant place to take a break. I wasn't expecting anything special of the food front and was pleasantly surprised with the fresh fish dish with nettle sauce and decent wine. We returned to have dessert later.  Thank you to the couple that collected and sold or loaned the art-work and to the government that built and maintains the museum.","positive","positive",6,5
"rn388576352","Patricia A","Avon, Connecticut, United States","34 reviews","My favorite museum in Madrid ",5,"2016-07-02","This is a gem of a museum with a tremendous collection of Renoirs. Monet's , Degas and all the master's. A must visit while in Madrid . The set up of the museum was much better than other museums we visited.",71,"My favorite museum in Madrid . This is a gem of a museum with a tremendous collection of Renoirs. Monet's , Degas and all the master's. A must visit while in Madrid . The set up of the museum was much better than other museums we visited.","positive","positive",3,2
"rn388525519","Kristin B","Northridge, California, United States","22 reviews","A possibly overlooked gem in Madrid",5,"2016-07-02","So we went to most of the major museums in Madrid--El Prado, Reina Sophia, etc, but our favorite was this small museum near the El Prado. They say they have minor works by major artists and major works by lesser known artists. The art was chosen by the Baron Thyssen, his wife, and his father before him. It was a wonderful experience and even lunch in the museum restaurant was great!",71,"A possibly overlooked gem in Madrid. So we went to most of the major museums in Madrid--El Prado, Reina Sophia, etc, but our favorite was this small museum near the El Prado. They say they have minor works by major artists and major works by lesser known artists. The art was chosen by the Baron Thyssen, his wife, and his father before him. It was a wonderful experience and even lunch in the museum restaurant was great!","positive","positive",4,2
"rn388416058","MarsPhD","","61 reviews","Well-Designed Museum with a Wonderful Collection of Impressionist and Expressionist Art",5,"2016-07-02","We had a wonderful guide who explained the history of the museum and the rationale for its layout. She stressed that the Prado had most of the classic works but that the Thyssen had the more contemporary paintings. I liked that the museum wasn't crowded and that it was very easy to explore the different galleries.",71,"Well-Designed Museum with a Wonderful Collection of Impressionist and Expressionist Art. We had a wonderful guide who explained the history of the museum and the rationale for its layout. She stressed that the Prado had most of the classic works but that the Thyssen had the more contemporary paintings. I liked that the museum wasn't crowded and that it was very easy to explore the different galleries.","positive","positive",4,0
"rn388165523","ray r","","720 reviews","Excellent art museum ",5,"2016-07-01","This art museum is smaller than the Prado but still has the same quality and boasts many world famous painters and paintings. This focuses more on fresher and original and modern fine art and only has a sprinkle of religious art. And good abstract art hete as well. In my opinion this is the better art museum but if you can and have the time please do visit both main art museums. Located over the road from the Prado. This museum is not as popular as the Prado and doesnt have much queuing. Toilets and good shop. Banco de Espana metro station is best. Free with Madrid Card.",71,"Excellent art museum . This art museum is smaller than the Prado but still has the same quality and boasts many world famous painters and paintings. This focuses more on fresher and original and modern fine art and only has a sprinkle of religious art. And good abstract art hete as well. In my opinion this is the better art museum but if you can and have the time please do visit both main art museums. Located over the road from the Prado. This museum is not as popular as the Prado and doesnt have much queuing. Toilets and good shop. Banco de Espana metro station is best. Free with Madrid Card.","positive","positive",6,2
"rn388132260","Sheila M","","57 reviews","Great museum - but stiff competition from other museums in Madrid",4,"2016-07-01","I visited this museum with my mother &amp; grandmother primarily to see a temporary exhibit of Paul Gauguin. Great museum - but the Reina Sofia museum ranks as a top 5 museum in the world in my opinion. Unsure if you can get in free with a student ID - I believe I did pay to get in.",71,"Great museum - but stiff competition from other museums in Madrid. I visited this museum with my mother &amp; grandmother primarily to see a temporary exhibit of Paul Gauguin. Great museum - but the Reina Sofia museum ranks as a top 5 museum in the world in my opinion. Unsure if you can get in free with a student ID - I believe I did pay to get in.","positive","negative",1,3
"rn388040954","debellechasse","paris","150 reviews","Come For The Art",4,"2016-07-01","This is a first-rate museum. Personally, I'd return here before returning to the Prado. The exhibits are well curated, the art is well chosen and well displayed. What more can you ask for in an art museum?",71,"Come For The Art. This is a first-rate museum. Personally, I'd return here before returning to the Prado. The exhibits are well curated, the art is well chosen and well displayed. What more can you ask for in an art museum?","positive","positive",3,1
"rn387791936","RaneeB","Adelaide Australia","87 reviews","Visit to the Thyssen Art Gallery",5,"2016-06-30","The Thyssen is a private gallery. It had exquisite masters from every period. Selected works from many old masters, and a beautiful variety. <br>The exhibition was very well done in a progressive manner. The gallery was not huge, and easy to absorb in detail, with good descriptions.",71,"Visit to the Thyssen Art Gallery. The Thyssen is a private gallery. It had exquisite masters from every period. Selected works from many old masters, and a beautiful variety.  The exhibition was very well done in a progressive manner. The gallery was not huge, and easy to absorb in detail, with good descriptions.","positive","positive",3,1
"rn387700326","Saeed S","","26 reviews","Amazing and huge musem",4,"2016-06-30","Very rich in contemporary history and culture, I dont think anyone would be disappointed when visiting this place. but yet not the best museum in Madrid for sure",72,"Amazing and huge musem. Very rich in contemporary history and culture, I dont think anyone would be disappointed when visiting this place. but yet not the best museum in Madrid for sure","positive","positive",2,1
"rn387582249","maltrasp","Madrid","3 reviews","One of the most interesting museums in Madrid",5,"2016-06-29","Incredible collection, it is really worth the visit. A wonderful trip that takes you through the history of art, from centuries ago to contemporary paintings of great value and beauty.",72,"One of the most interesting museums in Madrid. Incredible collection, it is really worth the visit. A wonderful trip that takes you through the history of art, from centuries ago to contemporary paintings of great value and beauty.","positive","positive",4,0
"rn387493105","WilsonJ1","Sao Paulo, SP","9 reviews","Impressive collection of art",5,"2016-06-29","An amazing collection of art comprising roughly nine centuries of art. A must-see for art lovers, currently with a temporary exhibit on Caravaggio and painters he influenced.",72,"Impressive collection of art. An amazing collection of art comprising roughly nine centuries of art. A must-see for art lovers, currently with a temporary exhibit on Caravaggio and painters he influenced.","positive","positive",2,1
"rn387290428","Christopher R","London, United Kingdom","59 reviews","One of the best Art galleries I have ever been to!",5,"2016-06-29","The collection here is outstanding. A broad range of artists from medieval to contemporary. Not just the best of each artists but unique and rare examples. A must see museum.",72,"One of the best Art galleries I have ever been to!. The collection here is outstanding. A broad range of artists from medieval to contemporary. Not just the best of each artists but unique and rare examples. A must see museum.","positive","positive",6,0
"rn386981639","Robyn M","Sligo, Ireland","17 reviews","Very good museum. Plenty to see",4,"2016-06-28","This museum is very good and with an interesting history behind its collectors. One of the largest private collections, there is plenty to see in multiple styles.",72,"Very good museum. Plenty to see. This museum is very good and with an interesting history behind its collectors. One of the largest private collections, there is plenty to see in multiple styles.","positive","positive",4,0
"rn386900807","truthtell","Stroud, United Kingdom","30 reviews","Just wonderful...",5,"2016-06-28","What a wonderful discovery. Lost ourselves in this extraordinary collection of beauty and discovered some new artists (to us!) Very calm.",72,"Just wonderful.... What a wonderful discovery. Lost ourselves in this extraordinary collection of beauty and discovered some new artists (to us!) Very calm.","positive","positive",5,0
"rn386890037","Daniel E","Alicante","9 reviews","Overview of the world of arts",5,"2016-06-28","The Thyssen Museum holds a brilliant collecion from art of more than tousand years.<br>My personal interest starts with the imressionists and I have to say, that basically of every famouse artist, the thyssen museum shows a master piece. This is true as well for many moden us artists.<br>An impressive museum with regularly changing special exhibitions.<br>You can even visit the collection free of charge on the mondays ftom 12-16",72,"Overview of the world of arts. The Thyssen Museum holds a brilliant collecion from art of more than tousand years. My personal interest starts with the imressionists and I have to say, that basically of every famouse artist, the thyssen museum shows a master piece. This is true as well for many moden us artists. An impressive museum with regularly changing special exhibitions. You can even visit the collection free of charge on the mondays ftom 12-16","positive","positive",5,1
"rn386870068","NiarfeGD","Madrid, Spain","29 reviews","Worthy visit and nice place for breakfast!",5,"2016-06-28","Another museum where you can find many other activities.<br>It is also a great place to have breakfast (starting at 10).",72,"Worthy visit and nice place for breakfast!. Another museum where you can find many other activities. It is also a great place to have breakfast (starting at 10).","positive","positive",2,1
"rn386843927","Stephanie S","","72 reviews","A beautiful and interesting museum",5,"2016-06-28","The queues at the Prado were huge so we decided to come here instead and we're glad we'd done so. The museum was large enough to have a fabulous variety of work but small enough to be manageable. Some really wonderful pictures. No guides that we saw but audio machines. After we went to the cafe in the grounds and had a lovely lunch in very pleasant surroundings.",72,"A beautiful and interesting museum. The queues at the Prado were huge so we decided to come here instead and we're glad we'd done so. The museum was large enough to have a fabulous variety of work but small enough to be manageable. Some really wonderful pictures. No guides that we saw but audio machines. After we went to the cafe in the grounds and had a lovely lunch in very pleasant surroundings.","positive","neutral",3,3
"rn386812711","bt00722","Madrid, Spain","3 reviews","Temporary exhibition",5,"2016-06-28","Great, as usual: the temporary exhibitions are well designed, but they are always very crowded. Visit them early in the morning.",73,"Temporary exhibition. Great, as usual: the temporary exhibitions are well designed, but they are always very crowded. Visit them early in the morning.","positive","positive",1,0
"rn386726039","mondoroc","New York City, New York","154 reviews","Superb gem of a collection",5,"2016-06-27","This smaller museum does not disappoint. Thoughtfully curated collections from western artists chooses only a few pieces from each artist, but they show surprising insight into the work beyond what you may have learned in art history class. Very friendly to the viewer and not as crowded or overwhelming as the neighboring major museum.",73,"Superb gem of a collection. This smaller museum does not disappoint. Thoughtfully curated collections from western artists chooses only a few pieces from each artist, but they show surprising insight into the work beyond what you may have learned in art history class. Very friendly to the viewer and not as crowded or overwhelming as the neighboring major museum.","positive","neutral",2,2
"rn386681557","Traveleando","Madrid","70 reviews","Check out the exhibitions before you go",5,"2016-06-27","The private collection is incredible but so are the exhibitions. Try to look them up ahead of time and get the tickets in advanced. The last one I saw left me mesmerized, Munch. An artist I admire since very young and finally had the opportunity to see his work in person. <br>Easy to get there, is right in what Madrilians call ""the artistic triangle"", buses 27, 14, 34, among others. Use their webpage to get your tickets and enjoy the art.",73,"Check out the exhibitions before you go. The private collection is incredible but so are the exhibitions. Try to look them up ahead of time and get the tickets in advanced. The last one I saw left me mesmerized, Munch. An artist I admire since very young and finally had the opportunity to see his work in person.  Easy to get there, is right in what Madrilians call  the artistic triangle , buses 27, 14, 34, among others. Use their webpage to get your tickets and enjoy the art.","positive","positive",4,1
"rn386604816","Antöniö L","","110 reviews","A Collection / Una colección ",5,"2016-06-27","If you were filthy rich and wanted to build a collection of art from all times and places, this would probably be it / Si fueras asquerosamente rico y quisieras montar tu colección de arte de todo lugar y tiempo, este sería probablemente el resultado",73,"A Collection / Una colección . If you were filthy rich and wanted to build a collection of art from all times and places, this would probably be it / Si fueras asquerosamente rico y quisieras montar tu colección de arte de todo lugar y tiempo, este sería probablemente el resultado","positive","negative",0,2
"rn386562665","Katie R","Philadelphia, Pennsylvania","12 reviews","Very enjoyable visit",5,"2016-06-27","We downloaded the audioguide on an iPhone - cheaper and lets you share by splitting headphones!<br>Overall really enjoyed spending a morning in this museum. It is an extremely well laid-out, extensive collection (of European paintings, that is) and seems to be a more relaxed alternative to the ever-crowded Prado, as other reviewers have mentioned.",73,"Very enjoyable visit. We downloaded the audioguide on an iPhone - cheaper and lets you share by splitting headphones! Overall really enjoyed spending a morning in this museum. It is an extremely well laid-out, extensive collection (of European paintings, that is) and seems to be a more relaxed alternative to the ever-crowded Prado, as other reviewers have mentioned.","positive","positive",4,0
"rn386561001","Madridres","","30 reviews","Art from top to bottom.",5,"2016-06-27","You start on the top floor with the Romanesque and work your way down to the Abstract on the ground floor. The visit is not at all overpowering and the special exhibition is always worthwhile.",73,"Art from top to bottom.. You start on the top floor with the Romanesque and work your way down to the Abstract on the ground floor. The visit is not at all overpowering and the special exhibition is always worthwhile.","positive","positive",1,0
"rn386540095","Jack M","","22 reviews","A must-see! Best museum in Madrid!",5,"2016-06-27","Most people rank the Reina Sofia or Prado museums as the best, but for me the Thyssen-Bornemisza had a greater range and more spectacular artworks than both combined!<br><br>I have to admit I'm a huge surrealist fan, and seeing a few Dali's in one place may have tilted my bias, but there was also Magritte, Van Gogh, Degas, Monet, Manet, Cezanne, Rembrandt, Holbein, Lichtenstein and more!<br><br>All that in a much smaller space than the other museums so you can easily see all the artworks in one go without wearing yourself out.<br><br>Dali's ""Dream caused by the flight of a bee around a pomegranate a second before awakening"" was a total highlight for me.",73,"A must-see! Best museum in Madrid!. Most people rank the Reina Sofia or Prado museums as the best, but for me the Thyssen-Bornemisza had a greater range and more spectacular artworks than both combined!  I have to admit I'm a huge surrealist fan, and seeing a few Dali's in one place may have tilted my bias, but there was also Magritte, Van Gogh, Degas, Monet, Manet, Cezanne, Rembrandt, Holbein, Lichtenstein and more!  All that in a much smaller space than the other museums so you can easily see all the artworks in one go without wearing yourself out.  Dali's  Dream caused by the flight of a bee around a pomegranate a second before awakening  was a total highlight for me.","positive","positive",4,2
"rn386466299","ValvaMG","Peru","133 reviews","Can't miss it!",5,"2016-06-27","Before visiting this museum, I got diferent recomendations... Don't pay attention to the bad readings, it is really an amazing museum, many kind of different artist and a wide variety of styles. We enjoyed our time spend there!",73,"Can't miss it!. Before visiting this museum, I got diferent recomendations... Don't pay attention to the bad readings, it is really an amazing museum, many kind of different artist and a wide variety of styles. We enjoyed our time spend there!","positive","positive",2,1
"rn386394990","Kathy K","Jefferson, Wisconsin, United States","70 reviews","Great hand held descriptions of paintings",5,"2016-06-27","Very good Caravaggio temporary exhibition. Need to put a bench in every room for the handicapped and elderly to sit. Restaurant should have full menu available while open.",73,"Great hand held descriptions of paintings. Very good Caravaggio temporary exhibition. Need to put a bench in every room for the handicapped and elderly to sit. Restaurant should have full menu available while open.","positive","positive",2,0
"rn386326110","carol p","","5 reviews","Skip the Prado and come here",5,"2016-06-27","This museum was much more enjoyable than the Prado. The modern and impressionist art was wonderful to see up close. It is on both my sons favorite part of Madrid.",73,"Skip the Prado and come here. This museum was much more enjoyable than the Prado. The modern and impressionist art was wonderful to see up close. It is on both my sons favorite part of Madrid.","positive","positive",4,1
